scientificName_checked,ID,Type,Eco,Param,group,ShiftKmY,DispersalPotentialKmY,MedianDispersalPotentialKmY,ClimVeloKmY_RelScale,sdClimVeloKmY_RelScale,q1ClimVeloKmY_RelScale,q3ClimVeloKmY_RelScale,RelScale,ClimVeloKmY_25km,sdClimVeloKmY_25km,q1ClimVeloKmY_25km,q3ClimVeloKmY_25km,ClimVeloKmY_50km,sdClimVeloKmY_50km,q1ClimVeloKmY_50km,q3ClimVeloKmY_50km,ClimVeloKmY_110km,sdClimVeloKmY_110km,q1ClimVeloKmY_110km,q3ClimVeloKmY_110km,MaxDispersalDistanceKm,Article_ID,Study_ID,ID_BioShifts,ID_CoRE,Article,DOI,LatCentDeg,LonCentDeg,Areakm2,LatExtentk,Latmin,Latmax,EleExtentm,Eleminm,Elemaxm,Elemeanm,Study_area,Subsp_or_Pop,sp_name_publication,sp_name_database,sp_name_checked,kingdom,phylum,class,family,taxonID,taxon_method,Trend,unit,Significance,Magnitude,Angle,FigTable,START_firstperiod,MIDPOINT_firstperiod,END_firstperiod,START_secondperiod,MIDPOINT_secondperiod,END_secondperiod,Duration,Direction,Rate,UnitRate,Grain_size,N_periodes,Sampling,Category,Obs_type,Uncertainty_distribution,Position_definition,Position_definition_category,scientificName,order,ObservationTypeSpecific,DispersalSource,Field,DispersalDistance,Code,DispersalUnit,Database,Sex,type,ObservationTypeGeneral,MedianDispersalDistanceKm,NObs_MedianDispersalDistanceKm,AgeAtMaturityDays,AgeAtMaturity,AgeAtMaturityDatabase,Unit,AgeAtMaturyCode,YearOfMaturity,temp_var,range_source,along_gradient,LimitingRate,LimitingRate_median,LimitingRate_q3,LimitingRate_q3_median,what_is_limiting,what_is_limiting_q3,colour,colour_q3
Bucephala clangula,A10_P1,LAT,Ter,LE,Bird,0.09,3,0.582965188,1.15279434,1.733328156,0.086063184,2.125726461,25km,1.15279434,1.733328156,0.086063184,2.125726461,1.446460903,1.931787857,0.286947221,2.607628822,1.932564255,1.803600075,0.890163004,3.070612431,6,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Bucephala_clangula,Bucephala_clangula,Bucephala_clangula,Animalia,Chordata,Aves,Anatidae,GBIF:2498326,Find_Sci_Names,0.09,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,0.09,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Bucephala clangula,Anseriformes,natal dispersal,Dow and Fredga (1983),Natal_dispersal_maximum_distance_(km),6,MaxDispersalDistance,km,Sutherland (birds),f,Max,natal dispersal,1.165930376,5,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,IUCN,latitude,1.15279434,0.582965188,2.125726461,0.582965188,Climate,Climate,1.15279434,2.125726461
Buteo jamaicensis,A10_P1,LAT,Ter,LE,Bird,-2.91,100.0704751,58.58976271,1.95858341,1.791678176,0.900392354,3.078540325,110km,1.159991195,1.719830732,0.103367619,2.095848799,1.449467746,1.908193992,0.320878923,2.564604759,1.95858341,1.791678176,0.900392354,3.078540325,200.1409502,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Buteo_jamaicensis,Buteo_jamaicensis,Buteo_jamaicensis,Animalia,Chordata,Aves,Accipitridae,GBIF:2480542,Find_Sci_Names,-2.91,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-2.91,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Buteo jamaicensis,Accipitriformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,200.1409502,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,117.1795254,2,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,BOTW,latitude,1.95858341,1.95858341,3.078540325,3.078540325,Climate,Climate,1.95858341,3.078540325
Buteo lineatus,A10_P1,LAT,Ter,LE,Bird,2.33,36.36132188,24,1.877052676,1.781084997,0.794951797,2.955648422,25km,1.877052676,1.781084997,0.794951797,2.955648422,2.267187525,1.716008617,1.157472014,3.393135309,2.661075567,1.402523472,1.651517749,3.639164686,36.36132188,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Buteo_lineatus,Buteo_lineatus,Buteo_lineatus,Animalia,Chordata,Aves,Accipitridae,GBIF:2480529,Find_Sci_Names,2.33,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,2.33,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Buteo lineatus,Accipitriformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,36.36132188,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,24,4,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,BOTW,latitude,1.877052676,1.877052676,2.955648422,2.955648422,Climate,Climate,1.877052676,2.955648422
Buteo regalis,A10_P1,LAT,Ter,LE,Bird,-7.6,164.0329706,107.750658,1.33391913,1.82597811,0.35790354,2.254951,110km,0.485079419,1.386188362,-0.146618709,1.061456442,0.686126503,1.76110169,-0.066764578,1.490849137,1.33391913,1.82597811,0.35790354,2.254951,328.0659412,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Buteo_regalis,Buteo_regalis,Buteo_regalis,Animalia,Chordata,Aves,Accipitridae,GBIF:2480566,Find_Sci_Names,-7.6,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-7.6,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Buteo regalis,Accipitriformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,328.0659412,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,215.5013159,2,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,BOTW,latitude,1.33391913,1.33391913,2.254951,2.254951,Climate,Climate,1.33391913,2.254951
Campylorhynchus brunneicapillus,A10_P1,LAT,Ter,LE,Bird,3.78,0.457560115,0.457560115,0.914118968,1.79778276,0.003736275,1.786446571,25km,0.914118968,1.79778276,0.003736275,1.786446571,1.332094085,2.016101102,0.320878923,2.560484409,2.438941908,1.76935011,1.089622498,3.604222775,0.457560115,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Campylorhynchus_brunneicapillus,Campylorhynchus_brunneicapillus,Campylorhynchus_brunneicapillus,Animalia,Chordata,Aves,Troglodytidae,GBIF:5231474,Find_Sci_Names,3.78,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,3.78,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Campylorhynchus brunneicapillus,Passeriformes,geometric/arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,geom/arimean,0.457560115,SingleObservation,km,Chu & Clairmunt 2023,NA,Unknown,natal dispersal,0.457560115,2,243,243,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,BOTW,latitude,0.457560115,0.457560115,0.457560115,0.457560115,Dispersal,Dispersal,NA,NA
Cathartes aura,A10_P1,LAT,Ter,LE,Bird,-25.31,56.46219573,39.99631034,1.9368955,1.802982609,0.858902454,3.058064699,110km,1.152018393,1.720836233,0.09616936,2.082091808,1.42693816,1.913453305,0.294933885,2.552096844,1.9368955,1.802982609,0.858902454,3.058064699,169.3865872,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Cathartes_aura,Cathartes_aura,Cathartes_aura,Animalia,Chordata,Aves,Cathartidae,GBIF:2481930,Find_Sci_Names,-25.31,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-25.31,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Cathartes aura,Accipitriformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,169.3865872,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,119.988931,2,730.5,730.5,Amniota,days,AgeAtMaturity,3,Mean Air Temperature,BOTW,latitude,1.9368955,1.9368955,3.058064699,3.058064699,Climate,Climate,1.9368955,3.058064699
Circus cyaneus,A10_P1,LAT,Ter,LE,Bird,-2.28,60.8,22,1.484589573,1.919442913,0.342043936,2.635024548,50km,1.195666955,1.740941719,0.1124008,2.164836407,1.484589573,1.919442913,0.342043936,2.635024548,1.991308265,1.791738895,0.913888097,3.136437893,60.8,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Circus_cyaneus,Circus_cyaneus,Circus_cyaneus,Animalia,Chordata,Aves,Accipitridae,GBIF:2480487,Find_Sci_Names,-2.28,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-2.28,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Circus cyaneus,Accipitriformes,individual movement distance,NA,Max._Indiv._Dispersal_Distance_(m),60800,MaxDispersalDistance,m,Jenkins et al. 2007,NA,Max,natal/breeding dispersal,22,3,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,1.484589573,1.484589573,2.635024548,2.635024548,Climate,Climate,1.484589573,2.635024548
Corvus brachyrhynchos,A10_P1,LAT,Ter,LE,Bird,6.9,25.88060148,25.88060148,1.469581251,1.891653305,0.343472302,2.585150957,50km,1.175478742,1.713258027,0.121852107,2.113195896,1.469581251,1.891653305,0.343472302,2.585150957,1.921381446,1.776204526,0.900392354,3.055763006,51.76120295,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Corvus_brachyrhynchos,Corvus_brachyrhynchos,Corvus_brachyrhynchos,Animalia,Chordata,Aves,Corvidae,GBIF:2482507,Find_Sci_Names,6.9,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,6.9,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Corvus brachyrhynchos,Passeriformes,geometric/arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,geom/arimean,51.76120295,SingleObservation,km,Chu & Clairmunt 2023,NA,Unknown,natal dispersal,51.76120295,2,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,BOTW,latitude,1.469581251,1.469581251,2.585150957,2.585150957,Climate,Climate,1.469581251,2.585150957
Cygnus buccinator,A10_P1,LAT,Ter,LE,Bird,8.89,64,48.97971537,3.088008647,1.936643295,1.577123284,4.373206139,110km,1.44395256,2.284796949,0.015278758,3.072104454,1.733626131,2.674634533,0.12819609,3.637239456,3.088008647,1.936643295,1.577123284,4.373206139,128,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Cygnus_buccinator,Cygnus_buccinator,Cygnus_buccinator,Animalia,Chordata,Aves,Anatidae,GBIF:2498345,Find_Sci_Names,8.89,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,8.89,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Cygnus buccinator,Anseriformes,natal dispersal,Mitchell (1994),Natal_dispersal_maximum_distance_(km),128,MaxDispersalDistance,km,Sutherland (birds),m/f,Max,natal dispersal,97.95943073,4,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,IUCN,latitude,3.088008647,3.088008647,4.373206139,4.373206139,Climate,Climate,3.088008647,4.373206139
Egretta thula,A10_P1,LAT,Ter,LE,Bird,-1.94,99.24094678,70.93750207,2.043316769,1.617082298,1.08037889,3.052930832,110km,1.221526566,1.716716319,0.199341416,2.142632723,1.49521674,1.875828883,0.478907287,2.607246399,2.043316769,1.617082298,1.08037889,3.052930832,99.24094678,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Egretta_thula,Egretta_thula,Egretta_thula,Animalia,Chordata,Aves,Ardeidae,GBIF:2480873,Find_Sci_Names,-1.94,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-1.94,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Egretta thula,Pelecaniformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,99.24094678,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,70.93750207,2,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,2.043316769,2.043316769,3.052930832,3.052930832,Climate,Climate,2.043316769,3.052930832
Elanus leucurus,A10_P1,LAT,Ter,LE,Bird,0.11,80,80,1.267943082,2.126689957,-0.028507,2.872028589,110km,0.878620625,1.631794118,-0.104388624,1.868409753,0.975357178,1.992149927,-0.120290928,2.286834955,1.267943082,2.126689957,-0.028507,2.872028589,160,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Elanus_leucurus,Elanus_leucurus,Elanus_leucurus,Animalia,Chordata,Aves,Accipitridae,GBIF:2480367,Find_Sci_Names,0.11,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,0.11,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Elanus leucurus,Accipitriformes,natal dispersal,Dunk (1995),Natal_dispersal_maximum_distance_(km),160,MaxDispersalDistance,km,Sutherland (birds),m/f,Max,natal dispersal,160,2,726.936,726.936,Amniota,days,AgeAtMaturity,2,Mean Air Temperature,IUCN,latitude,1.267943082,1.267943082,2.872028589,2.872028589,Climate,Climate,1.267943082,2.872028589
Eudocimus albus,A10_P1,LAT,Ter,LE,Bird,2.49,50,50,2.548986323,1.19413935,1.562676311,3.604222775,110km,2.167409324,1.449308006,1.097677588,3.062714338,2.414157442,1.364567619,1.36041522,3.326952934,2.548986323,1.19413935,1.562676311,3.604222775,100,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Eudocimus_albus,Eudocimus_albus,Eudocimus_albus,Animalia,Chordata,Aves,Threskiornithidae,GBIF:5229205,Find_Sci_Names,2.49,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,2.49,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Eudocimus albus,Pelecaniformes,natal dispersal,Kushlan and Bildstein (1992),Natal_dispersal_maximum_distance_(km),100,MaxDispersalDistance,km,Sutherland (birds),m/f,Max,natal dispersal,100,2,730,730,AnAge,days,AgeAtMaturity,2,Mean Air Temperature,IUCN,latitude,2.548986323,2.548986323,3.604222775,3.604222775,Climate,Climate,2.548986323,3.604222775
Falco columbarius,A10_P1,LAT,Ter,LE,Bird,0.12,81.1,34.91578643,1.449471588,1.908216938,0.320878923,2.564604759,50km,1.159989098,1.719852698,0.103124849,2.095848799,1.449471588,1.908216938,0.320878923,2.564604759,1.958599001,1.791698224,0.900392354,3.078540325,81.1,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Falco_columbarius,Falco_columbarius,Falco_columbarius,Animalia,Chordata,Aves,Falconidae,GBIF:9813242,Find_Sci_Names,0.12,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,0.12,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Falco columbarius,Falconiformes,individual movement distance,NA,Max._Indiv._Dispersal_Distance_(m),81100,MaxDispersalDistance,m,Jenkins et al. 2007,NA,Max,natal/breeding dispersal,34.91578643,5,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,BOTW,latitude,1.449471588,1.449471588,2.564604759,2.564604759,Climate,Climate,1.449471588,2.564604759
Falco mexicanus,A10_P1,LAT,Ter,LE,Bird,0.88,184.8219336,149.6926234,1.17771951,1.87686383,0.234330863,2.14276433,110km,0.407924879,1.342725078,-0.174167335,0.964140654,0.576619002,1.736114463,-0.129152432,1.344296932,1.17771951,1.87686383,0.234330863,2.14276433,184.8219336,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Falco_mexicanus,Falco_mexicanus,Falco_mexicanus,Animalia,Chordata,Aves,Falconidae,GBIF:2481000,Find_Sci_Names,0.88,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,0.88,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Falco mexicanus,Falconiformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,184.8219336,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,149.6926234,2,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,1.17771951,1.17771951,2.14276433,2.14276433,Climate,Climate,1.17771951,2.14276433
Falco sparverius,A10_P1,LAT,Ter,LE,Bird,-3.87,65.6673505,32.45,1.449476276,1.908203357,0.320878923,2.564604759,50km,1.159998241,1.719842645,0.103367619,2.095848799,1.449476276,1.908203357,0.320878923,2.564604759,1.958593203,1.791686075,0.900392354,3.078540325,65.6673505,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Falco_sparverius,Falco_sparverius,Falco_sparverius,Animalia,Chordata,Aves,Falconidae,GBIF:9685907,Find_Sci_Names,-3.87,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-3.87,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Falco sparverius,Falconiformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,65.6673505,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,32.45,5,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,IUCN,latitude,1.449476276,1.449476276,2.564604759,2.564604759,Climate,Climate,1.449476276,2.564604759
Gallinula chloropus,A10_P1,LAT,Ter,LE,Bird,-1.12,25.1,4.5,1.307972395,1.778696221,0.183731258,2.339501143,25km,1.307972395,1.778696221,0.183731258,2.339501143,1.625157846,1.935715072,0.442209601,2.812038183,2.147557079,1.763340915,1.081646681,3.32839632,25.1,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Gallinula_chloropus,Gallinula_chloropus,Gallinula_chloropus,Animalia,Chordata,Aves,Rallidae,GBIF:5228199,Find_Sci_Names,-1.12,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-1.12,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Gallinula chloropus,Gruiformes,individual movement distance,NA,Max._Indiv._Dispersal_Distance_(m),25100,MaxDispersalDistance,m,Jenkins et al. 2007,NA,Max,natal/breeding dispersal,4.5,5,364.234,364.234,Amniota,days,AgeAtMaturity,1,Mean Air Temperature,GBIF occurrence,latitude,1.307972395,1.307972395,2.339501143,2.339501143,Climate,Climate,1.307972395,2.339501143
Grus canadensis,A10_P1,LAT,Ter,LE,Bird,2.49,11.32108789,9.39821167,1.052733729,1.707894093,0.028113702,2.007716417,25km,1.052733729,1.707894093,0.028113702,2.007716417,1.341269751,1.943643424,0.195362478,2.536420107,1.858165985,1.8764926,0.779327154,3.058064699,33.96326368,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Grus_canadensis,Grus_canadensis,Grus_canadensis,Animalia,Chordata,Aves,Gruidae,GBIF:2474953,Find_Sci_Names,2.49,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,2.49,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Grus canadensis,Gruiformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,33.96326368,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,28.19463501,2,1095,1095,AnAge,days,AgeAtMaturity,3,Mean Air Temperature,IUCN,latitude,1.052733729,1.052733729,2.007716417,2.007716417,Climate,Climate,1.052733729,2.007716417
Gymnorhinus cyanocephalus,A10_P1,LAT,Ter,LE,Bird,-0.69,640,640,0.921074798,1.802007683,0.234330863,1.685180187,110km,0.130986628,1.040598153,-0.253802717,0.541882932,0.235247722,1.486776931,-0.211263999,0.817172348,0.921074798,1.802007683,0.234330863,1.685180187,640,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Gymnorhinus_cyanocephalus,Gymnorhinus_cyanocephalus,Gymnorhinus_cyanocephalus,Animalia,Chordata,Aves,Corvidae,GBIF:5229498,Find_Sci_Names,-0.69,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-0.69,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Gymnorhinus cyanocephalus,Passeriformes,natal dispersal,Marzluff and Balda (1989),Natal_dispersal_maximum_distance_(km),640,MaxDispersalDistance,km,Sutherland (birds),m/f,Max,natal dispersal,640,2,365,365,AnAge,days,AgeAtMaturity,1,Mean Air Temperature,BOTW,latitude,0.921074798,0.921074798,1.685180187,1.685180187,Climate,Climate,0.921074798,1.685180187
Haliaeetus leucocephalus,A10_P1,LAT,Ter,LE,Bird,6.36,34.7531208,26.3935531,1.955858593,1.788911706,0.913750112,3.070612431,110km,1.160177774,1.715155386,0.107699029,2.090656996,1.453908188,1.896214789,0.323547095,2.560649633,1.955858593,1.788911706,0.913750112,3.070612431,139.0124832,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Haliaeetus_leucocephalus,Haliaeetus_leucocephalus,Haliaeetus_leucocephalus,Animalia,Chordata,Aves,Accipitridae,GBIF:2480446,Find_Sci_Names,6.36,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Expansion,6.36,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Haliaeetus leucocephalus,Accipitriformes,arithmetic mean natal dispersal distance,Chu & Clairmunt 2023,arimean,139.0124832,MeanDispersalDistance,km,Chu & Clairmunt 2023,NA,Mean,natal dispersal,105.5742124,2,1460,1460,AnAge,days,AgeAtMaturity,4,Mean Air Temperature,IUCN,latitude,1.955858593,1.955858593,3.070612431,3.070612431,Climate,Climate,1.955858593,3.070612431
Lanius ludovicianus,A10_P1,LAT,Ter,LE,Bird,-3.81,79.7,79.7,1.463194282,1.906309805,0.320878923,2.604378939,50km,1.181574849,1.741581803,0.106422916,2.13133359,1.463194282,1.906309805,0.320878923,2.604378939,1.96008364,1.813518421,0.892792344,3.078540325,79.7,A10,P1,10,73,LaSorte_Thompson_2007_Ecology,10.1890/06-1072.1,39.52959,-99.12988,7933705.8,2740.96,3067081.75,5808038.87,4311.58,-84,4227.58,755.84,"North America (US, CN, northern MX)",NA,Lanius_ludovicianus,Lanius_ludovicianus,Lanius_ludovicianus,Animalia,Chordata,Aves,Laniidae,GBIF:2492870,Find_Sci_Names,-3.81,km/year,U,NA,NA,Table A1,1975,1975,1975,2004,2004,2004,30,Contraction,-3.81,km/year,large,10,MULTIPLE(continuous),TimeSeries,occurrence,Raw,Maximum latitude of the 12 km radius survey circle where the species was documented,Extreme per band,Lanius ludovicianus,Passeriformes,natal dispersal,Collister and De Smet (1997),Natal_dispersal_maximum_distance_(km),79.7,MaxDispersalDistance,km,Sutherland (birds),m/f,Max,natal dispersal,79.7,3,364.234,364.234,Amniota,days,AgeAtMaturity,1,Mean Air Temperature,BOTW,latitude,1.463194282,1.463194282,2.604378939,2.604378939,Climate,Climate,1.463194282,2.604378939
