"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","q1ClimVeloKmY_RelScale","q3ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","q1ClimVeloKmY_25km","q3ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","q1ClimVeloKmY_50km","q3ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","q1ClimVeloKmY_110km","q3ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_median","LimitingRate_q3","LimitingRate_q3_median","what_is_limiting","what_is_limiting_q3","colour","colour_q3"
"Anas platyrhynchos","A9_P1","LAT","Ter","LE","Bird",-0.4167,270.5094065,19.9,7.8063849,3.5120318,6.7239609,9.6943378,"110km",5.4381813,4.1136432,2.9033306,8.4610872,6.7079947,3.7598885,4.6242867,9.3457146,7.8063849,3.5120318,6.7239609,9.6943378,270.5094065,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Anas_platyrhynchos","Anas_platyrhynchos","Anas_platyrhynchos","Animalia","Chordata","Aves","Anatidae","GBIF:9761484","Find_Sci_Names",-5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Anas platyrhynchos","Anseriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",270.5094065,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",19.9,7,365,1,7.8063849,7.8063849,9.6943378,9.6943378,"Climate","Climate",7.8063849,9.6943378
"Apus apus","A9_P1","LAT","Ter","LE","Bird",-0.4167,55.5,5.733,8.2674882,2.5406705,7.0060496,9.7407351,"110km",5.6298463,4.0569343,3.4576697,8.5002556,6.932776,3.7333979,5.0684114,9.443573,8.2674882,2.5406705,7.0060496,9.7407351,111,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Apus_apus","Apus_apus","Apus_apus","Animalia","Chordata","Aves","Apodidae","GBIF:5228676","Find_Sci_Names",-5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Apus apus","Apodiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",111000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",11.466,5,728.468,2,8.2674882,5.733,9.7407351,5.733,"Climate","Climate",8.2674882,9.7407351
"Ardea cinerea","A9_P1","LAT","Ter","LE","Bird",9.5833,119,12.039,10.8327121,1.247112,10.9536667,11.3810005,"110km",6.9991208,3.0132874,5.4696422,6.5712051,7.3587669,1.3787342,6.3631821,7.5635428,10.8327121,1.247112,10.9536667,11.3810005,238,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Ardea_cinerea","Ardea_cinerea","Ardea_cinerea","Animalia","Chordata","Aves","Ardeidae","GBIF:9797180","Find_Sci_Names",115,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",9.5833,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Ardea cinerea","Pelecaniformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",238000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",24.078,5,730,2,10.8327121,10.8327121,11.3810005,11.3810005,"Climate","Climate",10.8327121,11.3810005
"Tetrastes bonasia","A9_P1","LAT","Ter","LE","Bird",1.6667,5.7,5.7,5.2813747,4.1513952,2.6751034,8.367547,"25km",5.2813747,4.1513952,2.6751034,8.367547,6.6063877,3.807037,4.4919643,9.3235903,7.6247199,3.8975597,6.5557466,9.6943378,5.7,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Bonasa_bonasia","Tetrastes_bonasia","Tetrastes_bonasia","Animalia","Chordata","Aves","Phasianidae","GBIF:2473663","Find_Sci_Names",20,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.6667,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Tetrastes bonasia","Galliformes","natal dispersal","Fang and Sun (1997)","Natal_dispersal_maximum_distance_(km)",5.7,"MaxDispersalDistance","km","Sutherland (birds)","m","Max","natal dispersal",5.7,2,363.468,1,5.2813747,5.2813747,5.7,5.7,"Climate","Dispersal",5.2813747,NA
"Buteo buteo","A9_P1","LAT","Ter","LE","Bird",1.6667,36.2,12.1,7.3297455,3.2503524,5.5855789,9.5060415,"50km",5.9762871,3.9810093,3.996383,8.776475,7.3297455,3.2503524,5.5855789,9.5060415,8.5454983,2.1860871,7.1326094,9.8753881,72.4,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Buteo_buteo","Buteo_buteo","Buteo_buteo","Animalia","Chordata","Aves","Accipitridae","GBIF:2480537","Find_Sci_Names",20,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.6667,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Buteo buteo","Accipitriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",72400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",24.2,3,730,2,7.3297455,7.3297455,9.5060415,9.5060415,"Climate","Climate",7.3297455,9.5060415
"Chloris chloris","A9_P1","LAT","Ter","LE","Bird",20.8333,150,5.6,7.681761,3.7654758,6.7239609,9.6943378,"110km",5.3406615,4.1245571,2.9695945,8.367547,6.6611258,3.7791919,4.5426044,9.3235903,7.681761,3.7654758,6.7239609,9.6943378,150,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Carduelis_chloris","Chloris_chloris","Chloris_chloris","Animalia","Chordata","Aves","Fringillidae","GBIF:5845582","Find_Sci_Names",250,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",20.8333,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Chloris chloris","Passeriformes","natal dispersal","Greenwood and Harvey (1977)","Natal_dispersal_maximum_distance_(km)",150,"MaxDispersalDistance","km","Sutherland (birds)","m","Max","natal dispersal",5.6,6,364.234,1,7.681761,5.6,9.6943378,5.6,"Climate","Climate",7.681761,9.6943378
"Columba oenas","A9_P1","LAT","Ter","LE","Bird",2.9167,41.6,5.6,6.3820036,4.3786398,4.82831,9.2082262,"25km",6.3820036,4.3786398,4.82831,9.2082262,7.5704192,3.4602906,5.9488177,9.7890444,9.1055162,2.0063277,7.5442061,10.7963543,41.6,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Columba_oenas","Columba_oenas","Columba_oenas","Animalia","Chordata","Aves","Columbidae","GBIF:2495471","Find_Sci_Names",35,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",2.9167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Columba oenas","Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",41600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",5.6,5,364.234,1,6.3820036,5.6,9.2082262,5.6,"Climate","Climate",6.3820036,9.2082262
"Columba palumbus","A9_P1","LAT","Ter","LE","Bird",14.5833,150,10.7,8.6083358,2.0391815,7.1326094,9.8753881,"110km",6.0235495,4.0013946,4.0438571,8.8324518,7.3872228,3.1537472,5.6244135,9.5060415,8.6083358,2.0391815,7.1326094,9.8753881,150,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Columba_palumbus","Columba_palumbus","Columba_palumbus","Animalia","Chordata","Aves","Columbidae","GBIF:2495455","Find_Sci_Names",175,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",14.5833,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Columba palumbus","Columbiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",150000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",10.7,5,364.234,1,8.6083358,8.6083358,9.8753881,9.8753881,"Climate","Climate",8.6083358,9.8753881
"Corvus frugilegus","A9_P1","LAT","Ter","LE","Bird",0.4167,17.25,1.55,0.6497791,4.4651069,-1.587795,4.6371789,"25km",0.6497791,4.4651069,-1.587795,4.6371789,3.3552101,2.2134581,1.2038314,5.9488177,6.8962951,0.8658023,6.490346,7.5442061,34.5,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Corvus_frugilegus","Corvus_frugilegus","Corvus_frugilegus","Animalia","Chordata","Aves","Corvidae","GBIF:2482513","Find_Sci_Names",5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Corvus frugilegus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",34500,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",3.1,5,546.734,2,0.6497791,0.6497791,4.6371789,1.55,"Climate","Climate",0.6497791,4.6371789
"Dendrocopos major","A9_P1","LAT","Ter","LE","Bird",5.4167,56.1,5.875,7.2380084,3.3235247,5.5055304,9.4998083,"50km",5.8407309,3.943255,3.7105098,8.573842,7.2380084,3.3235247,5.5055304,9.4998083,8.3486519,2.4420957,7.0060496,9.7407351,56.1,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Dendrocopos_major","Dendrocopos_major","Dendrocopos_major","Animalia","Chordata","Aves","Picidae","GBIF:2477968","Find_Sci_Names",65,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",5.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Dendrocopos major",NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",5.875,5,365,1,7.2380084,5.875,9.4998083,5.875,"Climate","Climate",7.2380084,9.4998083
"Emberiza citrinella","A9_P1","LAT","Ter","LE","Bird",0,36,2.026,5.7647649,3.9558408,3.534375,8.561058,"25km",5.7647649,3.9558408,3.534375,8.561058,7.0948785,3.4947,5.3469238,9.443573,8.2653115,2.8977051,7.0060496,9.7407351,36,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Emberiza_citrinella","Emberiza_citrinella","Emberiza_citrinella","Animalia","Chordata","Aves","Emberizidae","GBIF:2491534","Find_Sci_Names",0,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"No Change",0,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Emberiza citrinella","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",36000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.026,5,364.234,1,5.7647649,2.026,8.561058,2.026,"Climate","Climate",5.7647649,8.561058
"Erithacus rubecula","A9_P1","LAT","Ter","LE","Bird",7.5,79.8,6,7.2897973,3.2481102,5.5055304,9.4998083,"50km",5.9755536,4.0640101,3.9917207,8.7896185,7.2897973,3.2481102,5.5055304,9.4998083,8.6476884,1.979262,7.1326094,9.8753881,79.8,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Erithacus_rubecula","Erithacus_rubecula","Erithacus_rubecula","Animalia","Chordata","Aves","Muscicapidae","GBIF:2492462","Find_Sci_Names",90,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",7.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Erithacus rubecula","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79800,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",6,5,364.234,1,7.2897973,6,9.4998083,6,"Climate","Climate",7.2897973,9.4998083
"Falco tinnunculus","A9_P1","LAT","Ter","LE","Bird",-1.25,159,14.8,7.5773905,3.9695446,6.7239609,9.6943378,"110km",5.3250132,4.1811877,2.796139,8.4154282,6.5804698,3.883599,4.4919643,9.3457146,7.5773905,3.9695446,6.7239609,9.6943378,159,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Falco_tinnunculus","Falco_tinnunculus","Falco_tinnunculus","Animalia","Chordata","Aves","Falconidae","GBIF:9616058","Find_Sci_Names",-15,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-1.25,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Falco tinnunculus","Falconiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",159000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",14.8,5,365,1,7.5773905,7.5773905,9.6943378,9.6943378,"Climate","Climate",7.5773905,9.6943378
"Fringilla coelebs","A9_P1","LAT","Ter","LE","Bird",1.25,22.6,2.6,5.7574644,4.0547735,3.534375,8.5860434,"25km",5.7574644,4.0547735,3.534375,8.5860434,7.1851164,3.4265183,5.3702726,9.4998083,8.3281038,2.6868343,7.0060496,9.7407351,22.6,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Fringilla_coelebs","Fringilla_coelebs","Fringilla_coelebs","Animalia","Chordata","Aves","Fringillidae","GBIF:2494422","Find_Sci_Names",15,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",1.25,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Fringilla coelebs","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",22600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.6,5,364.234,1,5.7574644,2.6,8.5860434,2.6,"Climate","Climate",5.7574644,8.5860434
"Fulica atra","A9_P1","LAT","Ter","LE","Bird",2.9167,79.4,20.5,7.7396403,3.3701436,5.9488177,9.8202362,"50km",6.4466685,4.249201,4.7444587,9.3002748,7.7396403,3.3701436,5.9488177,9.8202362,9.0239366,1.8775137,7.2094822,10.6901989,79.4,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Fulica_atra","Fulica_atra","Fulica_atra","Animalia","Chordata","Aves","Rallidae","GBIF:2474377","Find_Sci_Names",35,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",2.9167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Fulica atra","Gruiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",79400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",20.5,5,365,1,7.7396403,7.7396403,9.8202362,9.8202362,"Climate","Climate",7.7396403,9.8202362
"Garrulus glandarius","A9_P1","LAT","Ter","LE","Bird",6.6667,19,2.8,6.1897935,3.9534965,4.2943807,8.9259825,"25km",6.1897935,3.9534965,4.2943807,8.9259825,7.4467331,3.1249872,5.6250772,9.5665751,8.7312327,1.7717827,7.1326094,9.8753881,19,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Garrulus_glandarius","Garrulus_glandarius","Garrulus_glandarius","Animalia","Chordata","Aves","Corvidae","GBIF:5229493","Find_Sci_Names",80,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",6.6667,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Garrulus glandarius","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",19000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.8,5,364.234,1,6.1897935,2.8,8.9259825,2.8,"Climate","Climate",6.1897935,8.9259825
"Hirundo rustica","A9_P1","LAT","Ter","LE","Bird",2.0833,70.9,8.1,7.4087541,3.0965455,5.6250772,9.4998083,"50km",5.9884052,3.8781223,4.0129968,8.725606,7.4087541,3.0965455,5.6250772,9.4998083,8.6331236,1.9140464,7.1326094,9.8753881,70.9,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Hirundo_rustica","Hirundo_rustica","Hirundo_rustica","Animalia","Chordata","Aves","Hirundinidae","GBIF:9515886","Find_Sci_Names",25,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",2.0833,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Hirundo rustica","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",70900,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",8.1,9,365,1,7.4087541,7.4087541,9.4998083,8.1,"Climate","Climate",7.4087541,9.4998083
"Larus argentatus","A9_P1","LAT","Ter","LE","Bird",-2.0833,11.5992119825,7.4581706925,5.7912073,4.0886777,3.6324141,8.605217,"25km",5.7912073,4.0886777,3.6324141,8.605217,7.0296894,3.6462564,5.0638738,9.4998083,8.2866306,2.8154865,7.0060496,9.7407351,46.39684793,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Larus_argentatus","Larus_argentatus","Larus_argentatus","Animalia","Chordata","Aves","Laridae","GBIF:2481139","Find_Sci_Names",-25,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-2.0833,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Larus argentatus","Charadriiformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",46.39684793,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",29.83268277,2,1457.702,4,5.7912073,5.7912073,8.605217,7.4581706925,"Climate","Climate",5.7912073,8.605217
"Larus canus","A9_P1","LAT","Ter","LE","Bird",0.4167,42.2,8.3,6.5705109,3.7832358,4.5028663,9.3053074,"50km",5.3095762,4.0867043,2.796139,8.2720261,6.5705109,3.7832358,4.5028663,9.3053074,7.6552349,3.746593,6.5557466,9.6943378,84.4,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Larus_canus","Larus_canus","Larus_canus","Animalia","Chordata","Aves","Laridae","GBIF:7982160","Find_Sci_Names",5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Larus canus","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",84400,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",16.6,5,730,2,6.5705109,6.5705109,9.3053074,8.3,"Climate","Climate",6.5705109,9.3053074
"Larus fuscus","A9_P1","LAT","Ter","LE","Bird",-2.5,50.5,7.05,8.3241482,2.4470386,7.0060496,9.7407351,"110km",5.7333177,4.056303,3.545053,8.573842,7.0130476,3.6614078,5.3469238,9.443573,8.3241482,2.4470386,7.0060496,9.7407351,202,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Larus_fuscus","Larus_fuscus","Larus_fuscus","Animalia","Chordata","Aves","Laridae","GBIF:2481174","Find_Sci_Names",-30,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-2.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Larus fuscus","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",202000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",28.2,5,1460,4,8.3241482,7.05,9.7407351,7.05,"Climate","Climate",8.3241482,9.7407351
"Chroicocephalus ridibundus","A9_P1","LAT","Ter","LE","Bird",0.4167,95,22.25,7.6205615,3.9077656,6.5557466,9.6943378,"110km",5.3033842,4.1214156,2.7506092,8.3875608,6.6300718,3.805555,4.4919643,9.3457146,7.6205615,3.9077656,6.5557466,9.6943378,190,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Larus_ridibundus","Chroicocephalus_ridibundus","Chroicocephalus_ridibundus","Animalia","Chordata","Aves","Laridae","GBIF:6065824","Find_Sci_Names",5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Chroicocephalus ridibundus","Charadriiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",190000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",44.5,5,728.468,2,7.6205615,7.6205615,9.6943378,9.6943378,"Climate","Climate",7.6205615,9.6943378
"Mergus merganser","A9_P1","LAT","Ter","LE","Bird",0.8333,0.3344031855,0.3344031855,5.3445023,4.1151549,2.9033306,8.3677464,"25km",5.3445023,4.1151549,2.9033306,8.3677464,6.6199555,3.7998276,4.4919643,9.3457146,7.6649756,3.8161819,6.7239609,9.6943378,0.668806371,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Mergus_merganser","Mergus_merganser","Mergus_merganser","Animalia","Chordata","Aves","Anatidae","GBIF:9537647","Find_Sci_Names",10,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Expansion",0.8333,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Mergus merganser","Anseriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.668806371,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.668806371,2,730,2,0.3344031855,0.3344031855,0.3344031855,0.3344031855,"Dispersal","Dispersal",NA,NA
"Pandion haliaetus","A9_P1","LAT","Ter","LE","Bird",-0.4167,42.2723165,27.3924321233333,7.7620054,3.6963175,6.7239609,9.6943378,"110km",5.3762008,4.1445091,2.8825524,8.3875608,6.6593436,3.7928812,4.5028663,9.3457146,7.7620054,3.6963175,6.7239609,9.6943378,126.8169495,"A9","P1",9,149,"Brommer_2004_AZF","https://www.jstor.org/stable/23735946",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Pandion_haliaetus","Pandion_haliaetus","Pandion_haliaetus","Animalia","Chordata","Aves","Pandionidae","GBIF:2480726","Find_Sci_Names",-5,"km","U",NA,NA,"Appendix",1974,1976.5,1979,1986,1987.5,1989,12,"Contraction",-0.4167,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median location of 10 most marginal grid cells","Median of extremes","Pandion haliaetus","Accipitriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",126.8169495,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",82.17729637,2,1092.702,3,7.7620054,7.7620054,9.6943378,9.6943378,"Climate","Climate",7.7620054,9.6943378
