"SpeciesChecked";"m";"sd";"med";"q025";"q975";"n"
"Hydrophyllum occidentale";45.72;NA;45.72;45.72;45.72;1
"Hydrophyllum virginianum";15.7692307692308;6.67275363142092;18;5.6;22.7;13
"Hylocomium splendens";5;NA;5;5;5;1
"Hylodesmum glutinosum";18.2222222222222;7.89307630742103;16.5;9.425;36.175;18
"Hylotelephium telephium";40.7954545454545;16.5001147838064;40;15.25;62.375;22
"Hymenopappus filifolius";100;NA;100;100;100;1
"Hymenophyllum peltatum";8.125;4.09013039726934;9;2.9125;11.85;4
"Hymenophyllum tunbrigense";6.5;3.30403793359983;7;2.575;11.4;7
"Hymenoxys hoopesii";51.575;15.4930162535117;57.25;27.1625;70.525;20
"Hyoscyamus muticus";40;0;40;40;40;2
"Hypericum anagalloides";24.384;NA;24.384;24.384;24.384;1
"Hypericum androsaemum";60.9090909090909;29.8176274893042;40;25;100;11
"Hypericum elodes";21.875;11.2373666439655;20;10;40;12
"Hypericum hirsutum";64.48125;27.8802013084554;66.25;25.625;100;16
"Hypericum humifusum";12.0833333333333;9.75621973560517;8;2.425;30;18
"Hypericum maculatum";43.2724137931034;25.0114244832197;40;15;100;29
"Hypericum montanum";47.2222222222222;22.5715999473455;47.5;20;80;18
"Hypericum perforatum";49.0844739429695;24.8083234584441;50;2.5;92;113
"Hypericum pulchrum";43.125;29.7169411432114;46.25;10;90;12
"Hypericum tetrapterum";46.1666666666667;33.8967269103979;42.5;10;100;15
"Hypericum undulatum";47.1875;37.7831571508485;36.25;15;100;8
"Hypochaeris glabra";9.51585365853659;11.0356154013703;5;1.025;40;82
"Hypochaeris radicata";22.4626150121065;27.7916558163716;5;1.45;80;59
"Ilex aquifolium";1076.94029850746;711.269988388184;1000;100;2335;67
"Ilex opaca";825.045909090909;728.610746042077;450;250;2964.6875;44
"Illecebrum verticillatum";13.9583333333333;9.01125138452765;13.75;5;28.625;12
"Impatiens capensis";77.9703728813559;57.7015069001514;60;13.9;187.05;59
"Impatiens noli-tangere";53.6111111111111;30.9556397767342;60;20;100;18
"Impatiens pallida";249.936;NA;249.936;249.936;249.936;1
"Impatiens parviflora";58.8333333333333;37.5460035283701;42.5;23.5;132.5;15
"Ipomopsis aggregata";53.74;22.9258859404352;47.5;26.106;91.44;14
"Iris foetidissima";67.8571428571429;24.1276367915065;80;31.5;90;7
"Iris missouriensis";37.3415384615385;8.93501897606066;34;27.9;52.7;13
"Iris pseudacorus";92.7777777777778;43.8114647603164;100;40;150;9
"Isatis tinctoria";80;34.0342964277702;80;34.5;136.5;19
"Isoetes echinospora";18.2142857142857;7.73443136703847;20;6.125;25;7
"Isoetes lacustris";29.5;16.6633329999333;32.5;9.275;44.625;4
"Isolepis cernua";12.4285714285714;12.7783298707505;3;3;30;7
"Isolepis fluitans";26.5625;19.1300763571025;27.5;2.9375;49.125;8
"Isolepis setacea";11.9230769230769;10.0121720792039;10;2.3;30;13
"Jacobaea abrotanifolia";5;NA;5;5;5;1
"Jacobaea aquatica";50.3;27.3990354366197;50;15.45;93;15
"Jacobaea carniolica";8;4;8;4.2;11.8;3
"Jacobaea erucifolia";83.2692307692308;36.6768633840505;100;26.5;120;13
"Jacobaea incana";6.2;2.38746727726266;5;4.1;9.7;5
"Jacobaea vulgaris";59.5883986928105;46.7039578021785;30.75;12.26625;150;34
"Jamesia americana";137.16;64.6578440716979;137.16;93.726;180.594;2
"Jasione montana";24.5935611848624;17.0192525297765;20;3;57.5;21
"Juglans californica";1035.072;451.236330452237;975.36;600;1500;5
"Juglans hindsii";1403.53333333333;873.535177692728;1310.6;600;2300;6
"Juglans nigra";3472.06545454545;1171.93110863302;3048;1413.36;5000;33
"Juglans regia";1770.8;1155.21014481718;1500;357.5;4475;62
"Juncus acuminatus";64.11;29.1313416557952;70;27.625;90.582;4
"Juncus acutiflorus";66.75;31.1370179832445;70;26.125;100;10
"Juncus acutus";95;57.0087712549569;100;27.5;150;5
"Juncus alpinoarticulatus";23.3142857142857;15.4368189129516;17;8.85;61.5;35
"Juncus arcticus";26.4285714285714;8.52168103246347;20;20;39.25;7
"Juncus articulatus";39.273;25.240945244624;40;3.9;80;20
"Juncus balticus";51.3204444444444;27.549358645489;45;16.8768;95;9
"Juncus biglumis";10.3714285714286;6.25335953664152;8.43;5.325;25.124;14
"Juncus bufonius";20.8411111111111;13.6138652889095;25;3;43.625;18
"Juncus bulbosus";16.4705882352941;21.6365363651938;11;1;66.0000000000001;17
"Juncus capitatus";6.41666666666667;4.86561840100952;5;1;15;12
"Juncus compressus";26.75;9.86365381928353;30;11.125;40;10
"Juncus conglomeratus";82.7647058823529;37.594097628093;84;24;150;17
"Juncus drummondii";15.4281818181818;7.76921558604926;13.25;9.7625;33.792;22
"Juncus effusus";59.6430322580645;40.1348901429396;43;12.525;150;62
"Juncus ensifolius";60.48;0.678822509939086;60.48;60.024;60.936;2
"Juncus filiformis";28.5;13.9542904592897;30;10;48.875;10
"Juncus inflexus";56.5714285714286;20.3874557424008;55;26.625;90;14
"Juncus jacquinii";22.0645161290323;6.93991106509283;21;10;35.5;31
"Juncus mertensianus";27.432;NA;27.432;27.432;27.432;1
"Juncus nevadensis";60.96;NA;60.96;60.96;60.96;1
"Juncus parryi";30.48;NA;30.48;30.48;30.48;1
"Juncus squarrosus";24.3131578947368;13.3807266256074;25;6.35;50;19
"Juncus subnodulosus";77.4090909090909;36.060240003235;72.5;26;120;11
"Juncus tenuis";37.2486956521739;18.3812105903501;40;7.75;60.9;23
"Juncus torreyi";94.488;NA;94.488;94.488;94.488;1
"Juncus triglumis";9.9884;7.55092422893457;7.5;2.3375;23.3976;10
"Juniperus californica";953.846153846154;399.197913770819;1200;100;1200;13
"Juniperus communis";467.083486238532;514.086338496244;200;10;1509;109
"Juniperus deppeana";1368.88888888889;532.252581447489;1500;604.25;2160;18
"Juniperus indica";700;731.43694191639;200;110;1500;5
"Juniperus occidentalis";1398.47535135135;777.798549716449;1005.84;396.227;3000;37
"Juniperus osteosperma";787.4825;305.181048401151;796.24;255;1200;32
"Juniperus oxycedrus";489.744444444444;531.229733540942;200;62;1500;45
"Juniperus phoenicea";282.852941176471;247.216397949913;200;27;800;34
"Juniperus recurva";1000;0;1000;1000;1000;2
"Juniperus sabina";223.666666666667;126.130129326064;200;21.75;400;15
"Juniperus scopulorum";1235.46666666667;380.015220505827;1250;472.5;1855;30
"Juniperus virginiana";1449.22352941176;808.507775669907;1225;602.5;3797.5;68
"Kali turgidum";31.6855263157895;24.507738663246;25;5.525;82.5;76
"Kalmia polifolia";53.0628571428571;21.124328560758;70;30.48;70;7
"Keckiella cordifolia";200;NA;200;200;200;1
"Keckiella corymbosa";34.29;NA;34.29;34.29;34.29;1
"Kelloggia galioides";4023.36;NA;4023.36;4023.36;4023.36;1
"Kickxia elatine";27.8461538461538;14.8876131613172;24;5.9;50;13
"Kickxia spuria";28.6470588235294;13.838086827984;25;6.2;50;17
"Knautia arvensis";44.4548780487805;25.6383813960584;38;15;100;41
"Knautia dipsacifolia";49.0363636363636;27.0143396264751;40;17.3;95;11
"Koeleria macrantha";18.5189090909091;15.0344035148244;12.7;3.91;60;165
"Koenigia davisiae";39.624;NA;39.624;39.624;39.624;1
"Krameria erecta";45.72;21.552614690566;45.72;31.242;60.198;2
"Krameria grayi";80;NA;80;80;80;1
"Laburnum alpinum";488.461538461538;288.063828397057;500;115;1000;13
"Laburnum anagyroides";689.393939393939;182.755632504504;700;260;900;33
"Lachnagrostis filiformis";70;0;70;70;70;3
"Lactuca perennis";39.5;18.6264447612647;35;20;73.25;10
"Lactuca saligna";58.4615384615385;30.3029574591199;60;23;100;13
"Lactuca serriola";114.021739130435;72.0508782138247;100;23.25;250;23
"Lactuca virosa";103.205882352941;57.9873528300378;100;32;230;17
"Lamarckia aurea";17.5;10.6066017177982;17.5;10.375;24.625;2
"Lamium amplexicaule";15.6875;10.2092686646335;15;2.5;30;16
"Lamium galeobdolon";37.6371428571429;18.3586505609799;40;12.4;63;35
"Lancea tibetica";7;NA;7;7;7;1
"Lantana camara";288;126.372465355393;250;155;436;5
"Laportea canadensis";41.3;26.6376925927654;33.5;19.675;90;10
"Lappula redowskii";20;NA;20;20;20;1
"Lapsana communis";86.0073122530435;34.9697258447559;90;20.5;141.86;23
"Larix decidua";3513.01555555556;1479.94243308759;3750;584.94;5445;72
"Larix laricina";674.384905660377;1042.07988787922;138;58;3500;106
"Larrea tridentata";221.244444444444;55.2526721324659;230;150.48;303.84;9
"Laserpitium gallicum";54.8387096774194;23.8692225459112;50;29.75;105;31
"Laserpitium halleri";45.0142857142857;24.3434747294786;37.5;15.645;77.87;7
"Laserpitium latifolium";43.1051219512195;35.2600390755563;24.7;10;105;41
"Lathraea squamaria";18.6;9.90173946559111;19.5;8;30;10
"Lathyrus aphaca";46.9642857142857;31.3199765974679;35;11.625;100;14
"Lathyrus latifolius";166.450909090909;100.921338224832;150;50;300;11
"Lathyrus linifolius";30.0181818181818;12.8297948683382;25;15;50;11
"Lathyrus niger";52.5;21.5251790546173;52.5;30;86.25;16
"Lathyrus nissolia";44.2105263157895;24.3962177108766;30;20;90;19
"Lathyrus odoratus";77.8571428571429;47.1961459282026;70;32.35;154;7
"Lathyrus pratensis";50.1538709677419;30.1239732621351;42.525;13.575;120;62
"Lathyrus sylvestris";138.566;52.907419416688;150;50.146;200;16
"Lathyrus vernus";18;9.95089986701029;15;4;40;99
"Lavandula angustifolia";60.9767441860465;48.7649798094283;40;24.15;200;43
"Lavandula latifolia";80.8333333333333;35.2727467978703;90;32.5;121.875;6
"Leersia oryzoides";69.834;40.499642584614;50;25.7;150;28
"Lemna gibba";0.455555555555556;0.144577929774146;0.5;0.22;0.6;9
"Lemna minor";0.425;0.166904592079256;0.4;0.2;0.6;8
"Lemna minuta";0.35;0.0707106781186548;0.35;0.3025;0.3975;2
"Lemna trisulca";1.82425;2.97014024440405;1;0.335;7.7188;8
"Lemna turionifera";0.6;NA;0.6;0.6;0.6;1
"Lemna valdiviana";3.048;NA;3.048;3.048;3.048;1
"Leontodon hispidus";17.3328470588235;16.5477359712424;13;0.6;60;85
"Lepechinia calycina";290;113.137084989848;290;214;366;2
"Lepechinia fragrans";120;NA;120;120;120;1
"Lepidium campestre";38.7727272727273;20.4355708046669;38.5;14.05;78.9999999999999;22
"Lepidium capitatum";65;NA;65;65;65;1
"Lepidium densiflorum";24.9054054054054;11.4835860142966;22.5;10.1333333333333;50;37
"Lepidium didymum";22.275;11.9906487687171;19;5;45.25;20
"Lepidium draba";45.1470588235294;22.8526288872599;40;17;90;17
"Lepidium heterophyllum";27.4;17.1867451987372;25.5;10;50;20
"Lepidium latifolium";77.65625;32.8819701102798;67.5;40.625;130;16
"Lepidium montanum";24.384;NA;24.384;24.384;24.384;1
"Lepidium perfoliatum";25.3125;12.1330054573701;26.25;6.75;40;8
"Lepidium virginicum";42.125;14.5447975703905;40;21.375;68.05;12
"Lepidospartum squamatum";130;0;130;130;130;3
"Leucanthemopsis alpina";6.5;4.48144321991625;5;2.225;14.25;7
"Leucanthemopsis pallida";20;NA;20;20;20;1
"Leucanthemum vulgare";36.6027857142857;35.7593438836575;30.1;2.5375;100;84
"Leucojum aestivum";48.75;13.083598723423;53.75;30;60;10
"Lewisia pygmaea";2.59;NA;2.59;2.59;2.59;1
"Leymus cinereus";152.4;NA;152.4;152.4;152.4;1
"Leymus condensatus";259.08;NA;259.08;259.08;259.08;1
"Leymus triticoides";91.44;NA;91.44;91.44;91.44;1
"Ligusticum mutellina";26.0909090909091;10.3774230467351;30;8.5;40;11
"Ligustrum vulgare";317.892833333333;160.138739203014;300;100;652.5;60
"Lilium martagon";66.22;27.0646897002613;52.5;33.5;100;15
"Limnanthes alba";40;NA;40;40;40;1
"Limnanthes douglasii";50;NA;50;50;50;1
"Limonium sinuatum";32.25;17.3241161390704;32.25;20.6125;43.8875;2
"Limosella aquatica";5.55;1.49907378811792;5;3.45;8;10
"Limosella australis";4.42857142857143;1.61834718742537;5;1.45;5.85;7
"Linanthus pungens";45;NA;45;45;45;1
"Linaria alpina";5.45945945945946;6.23651698820296;2.5;1;23.2;37
"Linaria dalmatica";60.7;12.9578263284354;60;42.95;86.6;20
"Linaria vulgaris";51.9148936170213;19.3310178629805;51;23.05;88.5;47
"Lindernia dubia";693.3;1366.60609784483;12.5;5.375;2538.585;4
"Linnaea borealis";84.4705882352941;238.60201372973;5;2;648.000000000001;17
"Linum bienne";26.1988636363636;11.9483602486758;23;10.05625;59.325;44
"Linum catharticum";12.3047222222222;7.42230446018527;11.15;4;30;60
"Linum lewisii";36.2818181818182;12.4063975955432;36.5;15.525;62.4449999999999;22
"Linum usitatissimum";56.2963636363636;22.2997969823616;56.3;22.245;95;11
"Liquidambar styraciflua";1539.42260869565;1153.67046728588;1500;400;4500;92
"Liriodendron tulipifera";3939.75701755263;1905.74557086105;3500;62.4775;6100;38
"Lithospermum officinale";59.1666666666667;28.5110292321899;60;30;100;12
"Lithospermum ruderale";45.72;NA;45.72;45.72;45.72;1
"Littorella uniflora";9.1;4.2478752858864;9.75;3.225;15;10
"Lobelia dortmanna";33.1111111111111;40.3312671647087;15;3.2;107.6;9
"Lobularia maritima";20.1333333333333;9.92735518415559;20;8.7;36.5;15
"Logfia gallica";12.2826758872503;7.16592863051848;10.25;4.46;26.75;14
"Logfia minima";13.6419673703851;9.92636954351595;13.75;2;30;18
"Lolium perenne";25.9792358313014;17.6040904419875;23;4.1375;72.939375;292
"Lolium temulentum";75;14.7873820085459;70;59.9;98.5;7
"Lomatium triternatum";67.056;NA;67.056;67.056;67.056;1
"Lonicera alpigena";165;88.3742043811428;137.5;53.75;300;16
"Lonicera caerulea";145.9375;71.302612154114;150;53.75;300;16
"Lonicera canadensis";32.2272727272727;22.3957179348683;21;11.75;77;11
"Lonicera etrusca";151.857142857143;146.654274368244;120;15.55;385;7
"Lonicera hispida";212.5;103.077640640442;225;103.75;300;4
"Lonicera hispidula";300;NA;300;300;300;1
"Lonicera involucrata";248.6;112.4;304.8;96.86;304.8;4
"Lonicera japonica";272.86;484.76;30.48;30.48;927.286;4
"Lonicera nigra";127.941176470588;58.5517619165249;150;50;200;17
"Lonicera periclymenum";459.655172413793;216.09327943904;500;170;1000;29
"Lonicera xylosteum";192.334782608696;95.1818755328539;199.2;100;300;46
"Lotus alpinus";5.04545454545455;3.28979137221911;5;1.25;10;11
"Lotus corniculatus";26.1366701680672;23.3019927940521;20;2.313125;75;296
"Lotus dorycnium";32.6465517241379;24.4717898134304;25.25;3.275;80;58
"Lotus pedunculatus";60.9611764705882;55.4316527223338;60;15;186.304;17
"Lotus subbiflorus";32.0833333333333;33.9611586097655;30;3;90;18
"Lotus tenuis";60.298;32.874833941279;72.5;16.6875;90;10
"Ludwigia palustris";19.8085217391304;18.0834278047598;15;2.55;60;23
"Ludwigia peploides";10;NA;10;10;10;1
"Luetkea pectinata";5;0;5;5;5;2
"Lunaria annua";58.6363636363636;30.6668313566065;45;22.5;100;11
"Lupinus albicaulis";65.72;36.373572824236;65.72;41.286;90.154;2
"Lupinus arboreus";127.6725;100.663436824566;100;17.5;281.25;16
"Lupinus argenteus";41.229;7.47230641304509;40;30.875;55.5238;24
"Lupinus bicolor";15.4827586206897;4.97093792311378;15;8;24;58
"Lupinus caudatus";152.4;NA;152.4;152.4;152.4;1
"Lupinus latifolius";762;0;762;762;762;2
"Lupinus lepidus";182.88;NA;182.88;182.88;182.88;1
"Lupinus luteolus";88.392;8.20464079523654e-15;88.392;88.392;88.392;4
"Lupinus polyphyllus";111.875;41.8884476372012;128.75;53.475;150;12
"Luronium natans";27.2;36.1067860657799;3;1.1;77;5
"Luzula alpinopilosa";20;8.94427190999916;20;10;30;6
"Luzula campestris";13.2897727272727;8.8486668260427;13;2.26;37.4;44
"Luzula comosa";60;NA;60;60;60;1
"Luzula confusa";25;0;25;25;25;2
"Luzula forsteri";15.2661111111111;7.49248586548179;13;6.875;35;36
"Luzula lutea";17.5;7.5;17.5;10.375;24.625;3
"Luzula luzuloides";52.5;17.5198300346905;55;30;73.875;10
"Luzula multiflora";21.2236490872414;13.5210544821839;20;4.1;50;29
"Luzula nivea";57.9375;15.8302189919575;53.5;40;90;16
"Luzula parviflora";56.22;9.48;60.96;43.422;60.96;4
"Luzula pilosa";21.0384615384615;7.20665646717654;18;11.5;31.4;13
"Luzula spicata";8.06948571428571;6.83360006282439;6.1;1.9725;26.375;70
"Luzula sudetica";14.4433333333333;13.1476671510634;8.5;2.275;37.25;12
"Luzula sylvatica";19.8820754716981;17.516733752777;14.5;7;80;106
"Lycium andersonii";55;0;55;55;55;2
"Lycium barbarum";211.052631578947;79.5748939219529;200;80;327.5;19
"Lycium pallidum";213.36;43.1052293811319;213.36;184.404;242.316;2
"Lycopodiella inundata";4.91666666666667;3.47610893576904;4;1.275;10;12
"Lycopodium clavatum";56;96.5381329377729;15;3.45;266.8125;10
"Lycopus americanus";50.288;13.5906155857636;54.864;35.9932;60.6932;3
"Lycopus europaeus";75.6315789473684;40.1430920116688;80;22.7;130;19
"Lyonia ovalifolia";534.555555555556;230.940528660038;526;200;870.8;9
"Lyonothamnus floribundus";533.4;NA;533.4;533.4;533.4;1
"Lysimachia nemorum";23.9583333333333;12.0349081904066;20;6.375;40;12
"Lysimachia nummularia";41.8181818181818;21.4793770012921;50;6.25;60;11
"Lysimachia quadrifolia";17;0;17;17;17;2
"Lysimachia thyrsiflora";48.807619047619;16.1991734063075;50;29.5;72;21
"Lysimachia vulgaris";92.3884615384615;33.5313981447011;88.75;42.5;150;26
"Lythrum hyssopifolia";28.2272727272727;20.2526092595049;25;5.5;60;11
"Lythrum portula";14.0625;9.2967288153773;13.5;4;25;16
"Lythrum salicaria";81.7909090909091;29.2567766042797;80;44;150;33
"Maclura pomifera";829.661176470588;761.395306859495;900;29.825;2100;34
"Magnolia acuminata";2464.21333333333;736.407804205821;3000;1076.72;3048;15
"Magnolia virginiana";1076.0885106383;857.167266429976;600;300;3000;47
"Mahonia aquifolium";140.982222222222;58.7357619849076;150;50;243.84;18
"Mahonia repens";60.96;0;60.96;60.96;60.96;2
"Maianthemum bifolium";14.6666666666667;6.13608304633462;16.5;5;20;12
"Maianthemum canadense";8.03118279569892;5.10904948393202;7;3;18.8;93
"Maianthemum stellatum";18;20.6203782700512;9.5;8.125;54;6
"Malacothamnus fasciculatus";220;0;220;220;220;2
"Malosma laurina";411.768;174.738828655797;385;230;700;10
"Malus sylvestris";793.207843137255;401.314420295677;1000;200;1500;51
"Malva arborea";135.625;98.5203024761902;125;30;320;16
"Malva assurgentiflora";199.386666666667;148.561450360897;152.4;83.62;355.092;3
"Malva moschata";48.125;21.6698715578412;40;20.625;80;16
"Malva neglecta";31.8947368421053;18.6789981198199;30;10;60;19
"Malva nicaeensis";42.5;11.7260393995586;42.5;30;58.75;6
"Malva parviflora";65;31.543620591175;50;22.5;100;11
"Mammillaria dioica";30;NA;30;30;30;1
"Marah fabacea";19.3333333333333;10.0166528008778;20;9.55;28.55;3
"Marah oregana";600;NA;600;600;600;1
"Marina parryi";50;NA;50;50;50;1
"Marrubium vulgare";51.0869565217391;24.2597928558163;45;20;100;23
"Matricaria discoidea";13.1258064516129;11.4089687970081;8.1;2.6;40;62
"Matthiola incana";43.6666666666667;22.0480758130687;39;14.25;80;18
"Medeola virginiana";90;NA;90;90;90;1
"Medicago arabica";32.7058823529412;19.5064563218257;32.5;6.4;60;17
"Medicago lupulina";21.5015454545223;18.2704053891313;17.4;1.97;62.4639999999999;157
"Medicago minima";13.7513293824993;10.1714989669203;10.2;2.967625;34.1921641791044;34
"Medicago polymorpha";27.1678431372549;25.1708978237746;20;5;80;51
"Medicago sativa";64.8111453634085;19.725295275469;64;24;90;57
"Melampyrum pratense";30.7058823529412;20.5267042711511;30;8;60;17
"Melampyrum sylvaticum";24.9529411764706;13.7016932186801;22.5;8.8;49.6;17
"Melampyrum velebiticum";35;15;35;20.75;49.25;3
"Melica bulbosa";54.864;NA;54.864;54.864;54.864;1
"Melica californica";121.92;NA;121.92;121.92;121.92;1
"Melica imperfecta";97.536;0;97.536;97.536;97.536;2
"Melica nutans";41.8333333333333;15.5398872337638;45;16.75;60;15
"Melica subulata";100.584;NA;100.584;100.584;100.584;1
"Melica uniflora";19.7520430107527;12.7818169558863;16;5;58.5;93
"Melilotus albus";69.1365769230769;48.9678784933002;49.5;16.8;152.4;65
"Melilotus indicus";41.1272727272727;21.9246478151459;40;10;76.2;11
"Melilotus officinalis";77.5065957446809;50.3892988241075;58;17.6;152.4;47
"Melinis repens";78.3;48.4516253597338;81.6;30.99;120;4
"Melissa officinalis";55.25;21.5525842740236;53.75;30;87.75;10
"Melittis melissophyllum";19.6666666666667;12.1361089547783;15.5;8;50;84
"Menodora scabra";41.6342857142857;26.6245343352974;30.48;20;80;7
"Mentha aquatica";38.8333333333333;30.5143112064781;22.5;6.15;90;24
"Mentha arvensis";39.5568888888889;24.2927602357784;41;7.4;90;36
"Mentha longifolia";65.1714285714286;31.1816619819413;62.5;23.1825;113.5;14
"Mentha piperita";85;7.07106781186548;85;80.25;89.75;2
"Mentha pulegium";26.4730434782609;14.0414122686439;30;10;50;23
"Mentha spicata";57.96875;27.5865116497175;56.25;30;90;16
"Mentha suaveolens";57.0780303030303;21.3730244523891;60;30;94.75;22
"Menyanthes trifoliata";28.7634;29.594403205585;23.442;12;97.7499999999998;20
"Mercurialis perennis";19.5533980582524;9.33471084583183;17;12;44.5;103
"Mertensia ciliata";56.13;10.7810883804311;60.96;41.572;62.477;4
"Mesembryanthemum crystallinum";20;NA;20;20;20;1
"Mesembryanthemum nodiflorum";20;10;20;10.5;29.5;3
"Metrosideros polymorpha";2149.26666666667;780.409837628068;2000;1047.75;3000;6
"Meum athamanticum";32.3258620689655;16.4149138453945;31.4;7;60;29
"Micranthes stellaris";6.44285714285714;5.69929230458565;4;1.5;20;35
"Microseris nutans";60.96;NA;60.96;60.96;60.96;1
"Milium effusum";97.0454545454545;49.1276167473319;80;41.25;175;11
"Minuartia recurva";6.91666666666667;4.30028187941491;5;2.6375;14.175;12
"Mirabilis jalapa";150;0;150;150;150;2
"Mirabilis multiflora";60.96;NA;60.96;60.96;60.96;1
"Mitchella repens";5.63157894736842;2.03334771349531;6;2.45;10;19
"Mitella diphylla";23.45;3.30031896385151;23.5;17.475;28.05;20
"Moehringia ciliata";10.3571428571429;5.8503154168122;10;5;19.25;7
"Moehringia trinervia";22.34375;11.742683892535;22.5;10;40;16
"Moenchia erecta";6.06371901151018;3.86120752432303;5;1.09479754841204;12;19
"Molinia caerulea";77.2758730158333;46.6564653184742;69.25;16.54;156.25;36
"Mollugo verticillata";20;14.142135623731;20;10.5;29.5;2
"Monardella odoratissima";20;NA;20;20;20;1
"Monardella purpurea";40;NA;40;40;40;1
"Monardella villosa";9.33333333333333;2.3094010767585;8;8;11.8;3
"Montia fontana";18.6666666666667;18.1282468356246;15;2;50;21
"Morus rubra";890.719432617021;763.601876021653;400;300;2198.5;47
"Muhlenbergia asperifolia";60.96;NA;60.96;60.96;60.96;1
"Muhlenbergia montana";39.1295238095238;5.44429102472533;38;31;49;21
"Muhlenbergia porteri";85.344;NA;85.344;85.344;85.344;1
"Muhlenbergia richardsonis";15.24;NA;15.24;15.24;15.24;1
"Muhlenbergia rigens";41.5790476190476;26.8381299469173;32;19.5;102.58;21
"Muscari neglectum";18.71875;8.90686766864012;17.5;8.75;30;16
"Myoporum sandwicense";914.4;646.578440716979;914.4;480.06;1348.74;2
"Myosotis alpestris";9.47222222222222;6.09794396784036;7;2;23.25;36
"Myosotis decumbens";22.5;7.5;22.5;15.375;29.625;3
"Myosotis discolor";21.2083333333333;10.19683180149;25;3.55;30;12
"Myosotis laxa";22.9761904761905;12.1988485014736;20;5.5;42.5;21
"Myosotis ramosissima";16.4047619047619;12.6170708245011;13;2;40;21
"Myosotis scorpioides";40.411;24.772214889394;41.75;10.8;90.5;20
"Myosotis secunda";35;18.7082869338697;20;20;60;9
"Myosotis stolonifera";18;6.66060330327789;18;12;30;12
"Myosotis sylvatica";27.9377777777778;13.5513418287444;27.95;12.1165;48.725;18
"Myosoton aquaticum";50.8333333333333;40.0091901207416;27.5;10;111.5;18
"Myosurus apetalus";9.144;NA;9.144;9.144;9.144;1
"Myosurus minimus";7.95747368421053;4.28847617806425;7;2.45;16.85;19
"Myrica gale";166.314782608696;76.8282100692876;155;55.5;250;23
"Myriophyllum alterniflorum";56.1538461538462;44.4012878076116;40;11.5;120;13
"Myriophyllum aquaticum";110;127.279220613579;110;24.5;195.5;2
"Myriophyllum spicatum";127.692307692308;103.43305775185;50;26.5;285;13
"Myriophyllum verticillatum";140.769230769231;105.886066006623;125;36;300;13
"Najas guadalupensis";30.48;NA;30.48;30.48;30.48;1
"Nardus stricta";21.3958545335616;10.4436101859893;20;4.99;44.0000000000001;73
"Narthecium ossifragum";24.9285714285714;16.2594294985724;25;5.45;45;7
"Nassella cernua";79.248;NA;79.248;79.248;79.248;1
"Nassella lepida";91.44;NA;91.44;91.44;91.44;1
"Nassella pulchra";91.44;NA;91.44;91.44;91.44;1
"Nasturtium microphyllum";55.7777777777778;58.120114525165;45;8;200;18
"Nasturtium officinale";54.95;54.8255366930795;42.5;8;200;20
"Nemophila maculata";15.24;NA;15.24;15.24;15.24;1
"Neotinea ustulata";17.775;9.99009377754836;15;8;35.25;20
"Neottia convallarioides";30.48;NA;30.48;30.48;30.48;1
"Neottia cordata";9.3;5.85662018573853;6;3.95;20;20
"Neottia nidus-avis";31.6111111111111;14.6709274114185;30;11;49.4;9
"Neottia ovata";40.1176470588235;19.5252476070765;50;10.4;60;17
"Nepeta cataria";73.8235294117647;34.3933774405002;70;37;138;17
"Nertera granadensis";10;NA;10;10;10;1
"Nicotiana glauca";250;132.28756555323;200;152.5;390;3
"Nitrophila occidentalis";30.48;NA;30.48;30.48;30.48;1
"Noccaea caerulescens";24.2173913043478;14.1315460189385;25;4.1;40;23
"Nolina microcarpa";121.92;NA;121.92;121.92;121.92;1
"Notholithocarpus densiflorus";3510.18461538462;1819.94008410815;3810;1096.08;6340;13
"Nuphar lutea";111.796363636364;92.951458221238;121.92;1.5;248.46;11
"Nuphar pumila";39.75;73.5181383514753;4;1.15;139.125;4
"Nymphaea alba";96;91.2523972287852;80;1.4;240;9
"Nymphoides peltata";82.1111111111111;73.5313614120608;80;1.4;190;9
"Nyssa aquatica";2723.95555555556;800.293507269538;3048;1191.52;3464.16;9
"Nyssa sylvatica";1740.88350877193;1129.52499149689;1000;900;3997.152;57
"Odontites luteus";34.0909090909091;14.0655930941752;32.5;15;50;11
"Odontites vernus";44.6875;21.4824471537645;47.5;13.0625;78.875;8
"Oemleria cerasiformis";324.4;203.261604834755;250;150.24;594.64;5
"Oenanthe aquatica";86.6666666666667;57.0087712549569;90;30;150;9
"Oenanthe crocata";100;50;100;50;150;9
"Oenanthe fistulosa";53.8888888888889;23.9501797719999;55;30;80;9
"Oenanthe fluviatilis";100;0;100;100;100;4
"Oenanthe lachenalii";92.5;11.7260393995586;100;75.625;100;6
"Oenanthe pimpinelloides";62.1875;28.5755577373391;62.5;30;100;16
"Oenanthe silaifolia";73.4375;31.6492354906538;87.5;27.1875;100;8
"Oenothera biennis";92.2602127659574;45.3735496828638;100;20;175.86;47
"Oenothera elata";152.4;0;152.4;152.4;152.4;3
"Olea europaea";907.083333333333;702.068243720352;1000;100;2000;24
"Olneya tesota";929.506666666667;171.082953758306;959.92;647.65;1066.8;6
"Omalotheca hoppeana";9.678125;25.666957978203;5;2;41.4999999999997;32
"Onobrychis viciifolia";33.7383803026544;20.1134638805817;28;9.1747;71.86;29
"Ononis fruticosa";71.8333333333333;48.043383172573;70;25.125;135;6
