"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","q1ClimVeloKmY_RelScale","q3ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","q1ClimVeloKmY_25km","q3ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","q1ClimVeloKmY_50km","q3ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","q1ClimVeloKmY_110km","q3ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","Latmin","Latmax","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity"
"Turdus viscivorus","A247_P1","LAT","Ter","O","Aves",1.0909,43.1,2.3,4.4110733,2.9768787,3.0922961,6.4344138,"25km",4.4110733,2.9768787,3.0922961,6.4344138,5.574195,3.0985336,4.0529895,7.3988929,7.1737466,2.5563177,5.4824653,7.9012733,43.1,"A247","P1",247,456,"Virkkala_Lehikoinen_2017_EE","10.1002/ece3.3328",64.47058,26.22686,337584.69,924.01,6858526.66,7782535.5,1335.13,-1,1334.13,188.08,"Finland",NA,"Turdus_viscivorus","Turdus_viscivorus","Turdus_viscivorus","Animalia","Chordata","Aves","Turdidae","GBIF:2490774","Find_Sci_Names","30","km","U",NA,NA,"Table S1",1974,1981.5,1989,2006,2008,2010,27.5,"Towards Poles",1.0909,"km/year","large",2,"TWO","CensusPeriods","occurrence","Raw","Median latititude of occupied squares","Median","Turdus viscivorus","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",43100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",2.3,5,364.234,1
"Parkesia motacilla","A30_P1","LAT","Ter","LE","Aves",0.8116,4,4,1.849071,1.3210955,0.9857587,2.6265436,"25km",1.849071,1.3210955,0.9857587,2.6265436,2.1890716,1.1091914,1.3958201,2.8758855,2.4573872,0.7708664,1.9646521,2.9879386,4,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27379,6252640.55,3247.14,3061755.09,6308897.68,4235.77,-27.08,4208.69,563.8,"Central and Eastern U.S.","n/a","Seiurus_motacilla","Parkesia_motacilla","Parkesia_motacilla","Animalia","Chordata","Aves","Parulidae","GBIF:6093862","Find_Sci_Names","25.97","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Expansion",0.8116,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of the 10 northernmost routes where southern spp were observed","Mean of extremes","Parkesia motacilla","Passeriformes","natal dispersal","Robinson (1995)","Natal_dispersal_maximum_distance_(km)",4,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",4,2,365,1
"Vireo griseus","A30_P1","LAT","Ter","LE","Aves",1.8553,20,20,1.8940321,1.3061828,1.0550867,2.6067383,"25km",1.8940321,1.3061828,1.0550867,2.6067383,2.2209524,1.0545866,1.4578339,2.8578463,2.4112609,0.7316711,1.9202881,2.8986197,20,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27379,6252640.55,3247.14,3061755.09,6308897.68,4235.77,-27.08,4208.69,563.8,"Central and Eastern U.S.","n/a","Vireo_griseus","Vireo_griseus","Vireo_griseus","Animalia","Chordata","Aves","Vireonidae","GBIF:2487413","Find_Sci_Names","59.37","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Expansion",1.8553,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of the 10 northernmost routes where southern spp were observed","Mean of extremes","Vireo griseus","Passeriformes","natal dispersal","Hopp et al. (1995)","Natal_dispersal_maximum_distance_(km)",20,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",20,2,364.234,1
"Passerculus sandwichensis","A30_P1","LAT","Ter","TE","Aves",0,1.6,1.4,1.8446525,1.4737486,0.9450508,2.6825007,"25km",1.8446525,1.4737486,0.9450508,2.6825007,2.3442409,1.3606971,1.4901001,3.1192012,2.7848182,1.1887411,2.0491755,3.4422325,1.6,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27379,6252640.55,3247.14,3061755.09,6308897.68,4235.77,-27.08,4208.69,563.8,"Central and Eastern U.S.","n/a","Passerculus_sandwichensis","Passerculus_sandwichensis","Passerculus_sandwichensis","Animalia","Chordata","Aves","Passerellidae","GBIF:5231142","Find_Sci_Names","0","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"No Change",0,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of the 10 southernmost routes where northern spp were observed","Mean of extremes","Passerculus sandwichensis","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",1600,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",1.4,3,363.468,1
"Perisoreus canadensis","A30_P1","LAT","Ter","TE","Aves",0.5797,11.3,11.3,1.9504738,1.7505978,0.9703363,2.9796145,"25km",1.9504738,1.7505978,0.9703363,2.9796145,2.8274667,1.4143394,1.7557991,3.6216395,3.3338404,1.4507069,2.1725674,4.1126413,11.3,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27379,6252640.55,3247.14,3061755.09,6308897.68,4235.77,-27.08,4208.69,563.8,"Central and Eastern U.S.","n/a","Perisoreus_canadensis","Perisoreus_canadensis","Perisoreus_canadensis","Animalia","Chordata","Aves","Corvidae","GBIF:2482436","Find_Sci_Names","18.55","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"Contraction",0.5797,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of the 10 southernmost routes where northern spp were observed","Mean of extremes","Perisoreus canadensis","Passeriformes","natal dispersal","Strickland (1991)","Natal_dispersal_maximum_distance_(km)",11.3,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",11.3,3,365,1
"Poecile atricapilla","A30_P1","LAT","Ter","TE","Aves",0,11.2,2.996373957,NA,NA,NA,NA,"25km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,"A30","P1",30,14,"Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",41.02923,-91.27379,6252640.55,3247.14,3061755.09,6308897.68,4235.77,-27.08,4208.69,563.8,"Central and Eastern U.S.","n/a","Poecile_atricapillus","Poecile_atricapillus","Poecile_atricapilla","Animalia","Chordata","Aves","Paridae","GBIF:2487805","Find_Sci_Names","0","km","N",NA,NA,"Table 1",1967,1969,1971,1998,2000,2002,32,"No Change",0,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of the 10 southernmost routes where northern spp were observed","Mean of extremes","Poecile atricapillus","Passeriformes","natal dispersal","Weise and Meyer (1979)","Natal_dispersal_maximum_distance_(km)",11.2,"MaxDispersalDistance","km","Sutherland (birds)","f","Max","natal dispersal",2.996373957,5,180,1
"Achillea millefolium","A32_P1","LAT","Ter","LE","Plants",0.0386,0.00039,0.00023,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.00039,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Achillea_millefolium","Achillea_millefolium","Achillea_millefolium","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120060","Find_Sci_Names","0.017","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0386,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Achillea millefolium","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.39,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00023,4,365,1
"Achillea ptarmica","A32_P1","LAT","Ter","LE","Plants",0.2365,0.00068,0.000395,0.046167,0.10396,-0.0052648,0.0853916,"25km",0.046167,0.10396,-0.0052648,0.0853916,0.1036367,0.150743,0.0135634,0.1666894,0.1518825,0.1409672,0.0629421,0.2005822,0.00068,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Achillea_ptarmica","Achillea_ptarmica","Achillea_ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120333","Find_Sci_Names","0.1041","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.2365,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Achillea ptarmica","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.68,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000395,2,365,1
"Agrimonia eupatoria","A32_P1","LAT","Ter","LE","Plants",0.3084,0.932,0.856,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.932,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Agrimonia_eupatoria","Agrimonia_eupatoria","Agrimonia_eupatoria","Plantae","Tracheophyta","Magnoliopsida","Rosaceae","GBIF:3001956","Find_Sci_Names","0.1358","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.3084,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Agrimonia eupatoria","Rosales","seed dispersal (model)","Kivieniemi 1996 in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",932,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.856,4,365,1
"Alnus glutinosa","A32_P1","LAT","Ter","LE","Plants",0.1842,0.00857142857142857,0.00428571428571429,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.06,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Alnus_glutinosa","Alnus_glutinosa","Alnus_glutinosa","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:2876213","Find_Sci_Names","0.0811","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1842,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Alnus glutinosa","Fagales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",60,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.03,4,2555,7
"Anthoxanthum odoratum","A32_P1","LAT","Ter","LE","Plants",0.0293,0.002,0.002,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.002,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Anthoxanthum_odoratum","Anthoxanthum_odoratum","Anthoxanthum_odoratum","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:2705975","Find_Sci_Names","0.0129","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0293,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Anthoxanthum odoratum","Poales","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.002,3,365,1
"Anthriscus sylvestris","A32_P1","LAT","Ter","LE","Plants",0.0034,0.12,0.12,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.12,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Anthriscus_sylvestris","Anthriscus_sylvestris","Anthriscus_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371742","Find_Sci_Names","0.0015","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0034,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Anthriscus sylvestris","Apiales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",120,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.12,1,365,1
"Arabidopsis thaliana","A32_P1","LAT","Ter","LE","Plants",-0.3363,0.00025,0.00015,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.00025,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Arabidopsis_thaliana","Arabidopsis_thaliana","Arabidopsis_thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:3052436","Find_Sci_Names","-0.1481","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.3363,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Arabidopsis thaliana","Brassicales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.25,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00015,2,42,1
"Atriplex prostrata","A32_P1","LAT","Ter","LE","Plants",0.2409,0.055,0.00073,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.055,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Atriplex_prostrata","Atriplex_prostrata","Atriplex_prostrata","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083786","Find_Sci_Names","0.1061","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.2409,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Atriplex prostrata","Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",55,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00073,3,365,1
"Barbarea vulgaris","A32_P1","LAT","Ter","LE","Plants",-0.1008,0.00028,0.000165,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.00028,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Barbarea_vulgaris","Barbarea_vulgaris","Barbarea_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:5708780","Find_Sci_Names","-0.0444","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.1008,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Barbarea vulgaris","Brassicales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.28,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000165,2,365,1
"Calluna vulgaris","A32_P1","LAT","Ter","LE","Plants",-0.0163,0.081,0.002,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.081,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Calluna_vulgaris","Calluna_vulgaris","Calluna_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericaceae","GBIF:2882482","Find_Sci_Names","-0.0072","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0163,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Calluna vulgaris","Ericales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",81,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","seed dispersal",0.002,7,365,1
"Campanula rotundifolia","A32_P1","LAT","Ter","LE","Plants",-0.0228,0.00035,0.00021,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.00035,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Campanula_rotundifolia","Campanula_rotundifolia","Campanula_rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Campanulaceae","GBIF:5410907","Find_Sci_Names","-0.0101","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0228,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Campanula rotundifolia","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.35,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00021,4,168,1
"Cardamine hirsuta","A32_P1","LAT","Ter","LE","Plants",0.1681,9e-04,6e-04,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,9e-04,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Cardamine_hirsuta","Cardamine_hirsuta","Cardamine_hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:3046258","Find_Sci_Names","0.074","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1681,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cardamine hirsuta","Brassicales","seed dispersal (field)","Salisbury 1961 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",0.9,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",6e-04,2,365,1
"Cardamine pratensis","A32_P1","LAT","Ter","LE","Plants",-0.0228,0.0024,0.0024,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.0024,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Cardamine_pratensis","Cardamine_pratensis","Cardamine_pratensis","Plantae","Tracheophyta","Magnoliopsida","Brassicaceae","GBIF:7972010","Find_Sci_Names","-0.0101","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0228,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Cardamine pratensis","Brassicales","seed dispersal (field)","Schneider 1935 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",2.4,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0024,2,365,1
"Carduus crispus","A32_P1","LAT","Ter","LE","Plants",-0.0473,0.01725,0.009275,0.051242,0.1047304,-0.0035402,0.095109,"25km",0.051242,0.1047304,-0.0035402,0.095109,0.1123383,0.1515944,0.0189243,0.1990063,0.1596882,0.1384799,0.0757706,0.2724626,0.01725,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Carduus_crispus","Carduus_crispus","Carduus_crispus","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3114649","Find_Sci_Names","-0.0208","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0473,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carduus crispus","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",17.25,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.009275,2,365,1
"Carduus nutans","A32_P1","LAT","Ter","LE","Plants",-0.0145,0.1,0.033,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.1,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Carduus_nutans","Carduus_nutans","Carduus_nutans","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:8185959","Find_Sci_Names","-0.0064","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0145,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carduus nutans","Asterales","seed/plant dispersal (field)","Smith, Lane M., Kok LT. Dispersal of Musk Thistle (Carduus nutans) Seeds. Weed Science. 1984;32(1):120-125","Maximum.dispersal.distance.m.",100,"MaxDispersalDistance","m","Flores et al. 2013",NA,"Max","seed dispersal",0.033,11,1,1
"Carpinus betulus","A32_P1","LAT","Ter","LE","Plants",-0.1795,0.026,0.0203,0.0455298,0.1051284,-0.0063002,0.0882091,"25km",0.0455298,0.1051284,-0.0063002,0.0882091,0.1060519,0.1519318,0.0135634,0.1666894,0.1545694,0.1430761,0.0757706,0.2724626,0.13,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14454,-2.66427,231511.13,1088.73,5868562.04,6957287.39,1238.93,-5.3,1233.63,156.44,"British Isles",NA,"Carpinus_betulus","Carpinus_betulus","Carpinus_betulus","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:2875818","Find_Sci_Names","-0.079","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.1795,"km/year","large",2,"TWO","CensusPeriods","occurrence","Resurveyed","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Carpinus betulus","Fagales","seed dispersal (unknown)","Müller-Schneider 1986","Maximum",130,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.1015,2,1825,5
