"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex"
"Quercus macrocarpa","Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213","seed dispersal (field)","Stapanian & Smith 1986","Median_dispersal_distance_(m)","10.3","MedianDispersalDistance","m","Tamme et al. 2014",NA
"Quercus muehlenbergii","Quercus muehlenbergii","Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947","seed dispersal (field)","Stapanian & Smith 1986","Median_dispersal_distance_(m)","6.4","MedianDispersalDistance","m","Tamme et al. 2014",NA
"Trillium grandiflorum","Trillium grandiflorum","Trillium grandiflorum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742283","seed dispersal (field)","Vellend et al. 2003","Median_dispersal_distance_(m)","700","MedianDispersalDistance","m","Tamme et al. 2014",NA
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","seed dispersal (field)","Trapp 1988","Mode_dispersal_distance_(m)","0.75","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Carex pilulifera","Carex pilulifera","Carex pilulifera","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2726614","seed dispersal (field)","Kjellsson 1985","Mode_dispersal_distance_(m)","0.35","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Anthoxanthum odoratum","Anthoxanthum odoratum","Anthoxanthum odoratum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705975","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Mode_dispersal_distance_(m)","0.3","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Geranium maculatum","Geranium maculatum","Geranium maculatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:7808016","seed dispersal (model)","Willson & Agren unpublished in Willson 1993","Mode_dispersal_distance_(m)","1.4","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Mercurialis annua","Mercurialis annua","Mercurialis annua","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:3062975","seed dispersal (field)","Lisci & Pacini 1997 in Ness et al. 2004","Mode_dispersal_distance_(m)","3.4","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Rhamnus alaternus","Rhamnus alaternus","Rhamnus alaternus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:6371424","seed dispersal (field)","Gómez et al. 2003","Mode_dispersal_distance_(m)","1","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Helianthus annuus","Helianthus annuus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251","seed dispersal (field)","Müller-Schneider 1949 in Vittoz & Engler 2007","Mode_dispersal_distance_(m)","20","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Cardamine hirsuta","Cardamine hirsuta","Cardamine hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3046258","seed dispersal (field)","Salisbury 1961 in Willson 1993","Mode_dispersal_distance_(m)","0.3","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Papaver dubium","Papaver dubium","Papaver dubium","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888464","seed dispersal (field)","Salisbury 1942 in Willson 1993","Mode_dispersal_distance_(m)","0.9","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879","seed dispersal (field)","Bakker 1961 in Willson 1993","Mode_dispersal_distance_(m)","10","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Amphicarpaea bracteata","Amphicarpaea bracteata","Amphicarpaea bracteata","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2960161","seed dispersal (field)","Trapp 1988","Mode_dispersal_distance_(m)","0.25","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Euphorbia esula","Euphorbia esula","Euphorbia esula","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","gbif","GBIF:8203538","seed dispersal (field)","Pemberton 1988","Mode_dispersal_distance_(m)","2.5","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Juglans nigra","Juglans nigra","Juglans nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","gbif","GBIF:3054357","seed dispersal (field)","Stapanian & Smith 1986","Mode_dispersal_distance_(m)","38.1","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Parthenocissus quinquefolia","Parthenocissus quinquefolia","Parthenocissus quinquefolia","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","gbif","GBIF:3039194","seed dispersal (field)","Hoppes 1988","Mode_dispersal_distance_(m)","3","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Phytolacca americana","Phytolacca americana","Phytolacca americana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","gbif","GBIF:3084015","seed dispersal (field)","Hoppes 1988","Mode_dispersal_distance_(m)","0.5","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Tsuga heterophylla","Tsuga heterophylla","Tsuga heterophylla","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687210","seed dispersal (field)","Gashwiler 1969 in Hughes et al. 1994","Mode_dispersal_distance_(m)","30","ModeDispersalDistance","m","Tamme et al. 2014",NA
"Quercus ilex","Quercus ilex","Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098","seed dispersal (field)","Pons & Pausas 2007","90th_percentile_dispersal_distance_(m)","149.6","90thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Quercus suber","Quercus suber","Quercus suber","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879411","seed dispersal (field)","Pons & Pausas 2007","90th_percentile_dispersal_distance_(m)","149.6","90thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Calluna vulgaris","Calluna vulgaris","Calluna vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2882482","seed dispersal (field)","Bullock & Clarke 2000","90th_percentile_dispersal_distance_(m)","0.8","90thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Erica cinerea","Erica cinerea","Erica cinerea","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:5333411","seed dispersal (field)","Bullock & Clarke 2000","90th_percentile_dispersal_distance_(m)","0.8","90thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Mimulus guttatus","Mimulus guttatus","Mimulus guttatus","Plantae",NA,"Magnoliopsida","Lamiales","Phrymaceae","itis","ITIS:33236","seed dispersal (field)","Vickery et al. 1986","90th_percentile_dispersal_distance_(m)","1","90thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Daucus carota","Daucus carota","Daucus carota","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034742","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.93","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","seed dispersal (field)","Higgins et al. 2003","99th_percentile_dispersal_distance_(m)","314.3","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Achillea millefolium","Achillea millefolium","Achillea millefolium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120060","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.39","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Achillea ptarmica","Achillea ptarmica","Achillea ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120333","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.68","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Allium oleraceum","Allium oleraceum","Allium oleraceum","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:2857071","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Allium vineale","Allium vineale","Allium vineale","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","gbif","GBIF:7792960","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.24","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Anagallis minima","Anagallis minima","Lysimachia minima","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7939955","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.02","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Aquilegia vulgaris","Aquilegia vulgaris","Aquilegia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033191","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.41","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Arabidopsis thaliana","Arabidopsis thaliana","Arabidopsis thaliana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3052436","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.25","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Arabis hirsuta subsp. hirsuta","Arabis hirsuta","Arabis hirsuta","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:9202524","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.47","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:8089871","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.13","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Armeria maritima","Armeria maritima","Armeria maritima","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Plumbaginaceae","gbif","GBIF:8930531","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Arnica montana","Arnica montana","Arnica montana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5405976","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.93","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Artemisia vulgaris","Artemisia vulgaris","Artemisia vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3120946","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","2.43","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Atriplex patula","Atriplex patula","Atriplex patula","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3083728","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.22","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Atriplex prostrata","Atriplex prostrata","Atriplex prostrata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:3083786","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.73","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Barbarea vulgaris","Barbarea vulgaris","Barbarea vulgaris","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5708780","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.28","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Bellis perennis","Bellis perennis","Bellis perennis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117424","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.09","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Brassica nigra","Brassica nigra","Brassica nigra","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042658","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.36","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Brassica oleracea","Brassica oleracea","Brassica oleracea","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042845","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.21","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Brassica rapa","Brassica rapa","Brassica rapa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7903057","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.29","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Campanula rapunculoides","Campanula rapunculoides","Campanula rapunculoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410436","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.77","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5410907","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.35","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Campanula trachelium","Campanula trachelium","Campanula trachelium","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:5412014","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.45","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Carduus crispus","Carduus crispus","Carduus crispus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3114649","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","17.25","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Carex echinata","Carex echinata","Carex echinata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2726894","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Carex remota","Carex remota","Carex remota","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2727294","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.62","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Carlina vulgaris","Carlina vulgaris","Carlina vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105380","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.67","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Centaurea cyanus","Centaurea cyanus","Centaurea cyanus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3089561","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8087525","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","1.95","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Cephalanthera damasonium","Cephalanthera damasonium","Cephalanthera damasonium","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2795952","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","14.67","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Cerastium fontanum subsp. vulgare","Cerastium fontanum","Cerastium fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085458","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.16","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Cerastium semidecandrum","Cerastium semidecandrum","Cerastium semidecandrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:3085434","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.11","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Cichorium intybus","Cichorium intybus","Cichorium intybus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5392252","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","0.96","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
"Cirsium arvense","Cirsium arvense","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113414","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)","53.37","99thPercentileDispersalDistance","m","Tamme et al. 2014",NA
