"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Ulmus glabra","A32_P1","LAT","Ter","LE","Plants",0.0367,0.012,0.012,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.06,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Ulmus_glabra","Ulmus_glabra","Ulmus_glabra","Plantae","Tracheophyta","Magnoliopsida","Ulmaceae","GBIF:5361866","Find_Sci_Names","0.0162","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0367,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Ulmus glabra","Rosales","seed dispersal (field)","Kohlermann 1950 in Hughes et al. 1994","Mean_dispersal_distance_(m)",60,"MeanDispersalDistance","m","Tamme et al. 2014",NA,"Mean","seed dispersal",0.06,1,1825,5,0.012,0.012,"Dispersal","Dispersal",NA,NA
"Viola riviniana","A32_P1","LAT","Ter","LE","Plants",0.0582,0.0046,0.0046,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.0046,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Viola_riviniana","Viola_riviniana","Viola_riviniana","Plantae","Tracheophyta","Magnoliopsida","Violaceae","GBIF:7296321","Find_Sci_Names","0.0256","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0582,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Viola riviniana","Malpighiales","seed dispersal (field)","Ulbrich 1928 in Müller-Schneider 1983 in Vittoz & Engler 2007","Maximum_recorded_dispersal_distance_(m)",4.6,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0046,2,365,1,0.0046,0.0046,"Dispersal","Dispersal",NA,NA
"Lythrum salicaria","A32_P1","LAT","Ter","LE","Plants",0.1854,0.00101,0.00059,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00101,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Lythrum_salicaria","Lythrum_salicaria","Lythrum_salicaria","Plantae","Tracheophyta","Magnoliopsida","Lythraceae","GBIF:3188736","Find_Sci_Names","0.0816","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.1854,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Lythrum salicaria","Myrtales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",1.01,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00059,2,42,1,0.00101,0.00101,"Dispersal","Dispersal",NA,NA
"Verbascum thapsus","A32_P1","LAT","Ter","LE","Plants",0.6435,0.013,0.002435,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.013,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Verbascum_thapsis","Verbascum_thapsi","Verbascum_thapsus","Plantae","Tracheophyta","Magnoliopsida","Scrophulariaceae","GBIF:3735474","Find_Sci_Names","0.2833","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.6435,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Verbascum thapsi","Lamiales","seed dispersal (field)","Salisbury in Harper 1977 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",13,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.002435,4,365,1,0.013,0.013,"Dispersal","Dispersal",NA,NA
"Veronica arvensis","A32_P1","LAT","Ter","LE","Plants",0.113,0.000145711403,0.000145711403,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.000145711403,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Veronica_arvensis","Veronica_arvensis","Veronica_arvensis","Plantae","Tracheophyta","Magnoliopsida","Plantaginaceae","GBIF:3172048","Find_Sci_Names","0.0497","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.113,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Veronica arvensis","Lamiales","seed/plant dispersal (field)","Nakanishi, H. Splash seed dispersal by raindrops. Ecological Research 2002;17: 663-671.","Mean.dispersal.distance.m.",0.145711403,"MeanDispersalDistance","m","Flores et al. 2013",NA,"Mean","seed dispersal",0.000145711403,1,365,1,0.000145711403,0.000145711403,"Dispersal","Dispersal",NA,NA
"Linaria vulgaris","A32_P1","LAT","Ter","LE","Plants",0.064,0.0015,0.000935,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.0015,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Linaria_vulgaris","Linaria_vulgaris","Linaria_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Plantaginaceae","GBIF:5415020","Find_Sci_Names","0.0282","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.064,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Linaria vulgaris","Lamiales","seed/plant dispersal (field)","Nadeau LB, King JR. Seed dispersal and seedling establishment of Linaria vulgaris Mill . Canadian Journal of Plant Sciences. 1991;782:771-782.","Maximum.dispersal.distance.m.",1.5,"MaxDispersalDistance","m","Flores et al. 2013",NA,"Max","seed dispersal",0.000935,4,365,1,0.0015,0.0015,"Dispersal","Dispersal",NA,NA
"Sonchus arvensis","A32_P1","LAT","Ter","LE","Plants",-0.3392,1.1,1.1,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,1.1,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Sonchus_arvensis","Sonchus_arvensis","Sonchus_arvensis","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3105813","Find_Sci_Names","-0.1493","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.3392,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Sonchus arvensis","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",1100,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",1.1,1,365,1,0.03915172,0.1747955,"Climate","Climate",0.03915172,0.1747955
"Linum catharticum","A32_P1","LAT","Ter","LE","Plants",-0.0744,0.00063,0.00041,0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,"25km",0.0391517247178725,0.105725421765182,0.17479547560215,-0.0428833059966564,0.0787098961503684,0.180768130356564,0.378526705503464,-0.0663345865905285,0.145039429107715,0.191416290139596,0.361529505252838,-0.0605756651377305,0.00063,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Linum_catharticum","Linum_catharticum","Linum_catharticum","Plantae","Tracheophyta","Magnoliopsida","Linaceae","GBIF:2873865","Find_Sci_Names","-0.0327","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.0744,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Linum catharticum","Malpighiales","seed dispersal (field)","Verkaar et al. 1983","Maximum_recorded_dispersal_distance_(m)",0.63,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00041,5,365,1,0.00063,0.00063,"Dispersal","Dispersal",NA,NA
"Trifolium dubium","A32_P1","LAT","Ter","LE","Plants",0.2284,0.01,0.01,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.01,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Trifolium_dubium","Trifolium_dubium","Trifolium_dubium","Plantae","Tracheophyta","Magnoliopsida","Fabaceae","GBIF:5359429","Find_Sci_Names","0.1005","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.2284,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Trifolium dubium","Fabales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",10,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","seed dispersal",0.01,1,42,1,0.01,0.01,"Dispersal","Dispersal",NA,NA
"Silene vulgaris","A32_P1","LAT","Ter","LE","Plants",-0.6974,0.00013,7.5e-05,0.03886974,0.1059401,0.1749821,-0.04264998,"25km",0.03886974,0.1059401,0.1749821,-0.04264998,0.08844624,0.1755676,0.380326,-0.04217256,0.1450394,0.1914163,0.3615295,-0.06057567,0.00013,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Silene_vulgaris","Silene_vulgaris","Silene_vulgaris","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:9172281","Find_Sci_Names","-0.307","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Contraction",-0.6974,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Silene vulgaris","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.13,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",7.5e-05,2,365,1,0.00013,0.00013,"Dispersal","Dispersal",NA,NA
"Torilis japonica","A32_P1","LAT","Ter","LE","Plants",0.0881,0.015,0.015,0.03915172,0.1057254,0.1747955,-0.04288331,"25km",0.03915172,0.1057254,0.1747955,-0.04288331,0.0787099,0.1807681,0.3785267,-0.06633459,0.1450394,0.1914163,0.3615295,-0.06057567,0.015,"A32","P1",32,NA,"Amano_al_2014_PRSB","0.1098/rspb.2013.3017",54.14455,-2.66429,231509.29,1088.73,1749,0,1749,151.91,"British Isles",NA,"Torilis_japonica","Torilis_japonica","Torilis_japonica","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:3034820","Find_Sci_Names","0.0388","deg","U",NA,NA,"Supplementary Materal, Fig 4.S2.S3",1930,1945,1960,1987,1993,1999,49,"Expansion",0.0881,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","Mean latitude of 10% of the most northern occupied grid cells","Mean of extremes","Torilis japonica","Apiales","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",15,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.015,2,365,1,0.015,0.015,"Dispersal","Dispersal",NA,NA
"Campylorhynchus brunneicapillus","A33_P1","LAT","Ter","LE","Aves",5.5874,0.457560115,0.457560115,0.878797836823777,1.36640607879486,2.91706795692444,-0.488216376304626,"25km",0.878797836823777,1.36640607879486,2.91706795692444,-0.488216376304626,1.34292796269476,1.52957822900893,3.44105899333954,-0.0932554677128792,1.98236788865179,1.28672045745567,3.61611857414246,0.212698222696781,0.457560115,"A33","P1",33,277,"Auer_King_2014_GEB","10.1111/geb.12174",41.5421,-109.22232,5291414.33,2939.61,5044.43,0,5044.43,881.79,"North America",NA,"Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Animalia","Chordata","Aves","Troglodytidae","GBIF:5231474","Find_Sci_Names","173.21","km","U",NA,NA,"Appendix S4",1977,1979,1981,2007,2009,2011,31,"Expansion",5.5874,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","10 northernmost latitudinal extents per spp","Mean of extremes","Campylorhynchus brunneicapillus","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.457560115,"SingleObservation","km","Chu 2021",NA,"Unknown","natal dispersal",0.457560115,2,243,1,0.457560115,0.457560115,"Dispersal","Dispersal",NA,NA
"Myiarchus cinerascens","A33_P1","LAT","Ter","LE","Aves",0.3448,9.323680713,9.323680713,0.515563415227145,1.13204205044185,2.08392238616943,-0.585577487945556,"25km",0.515563415227145,1.13204205044185,2.08392238616943,-0.585577487945556,0.87346920407681,1.41016396997294,2.85027141571045,-0.468192845582962,1.50280143754528,1.33394334416659,3.30208539962769,-0.0319052934646606,9.323680713,"A33","P1",33,277,"Auer_King_2014_GEB","10.1111/geb.12174",41.5421,-109.22232,5291414.33,2939.61,5044.43,0,5044.43,881.79,"North America",NA,"Myiarchus_cinerascens","Myiarchus_cinerascens","Myiarchus_cinerascens","Animalia","Chordata","Aves","Tyrannidae","GBIF:2483600","Find_Sci_Names","10.69","km","U",NA,NA,"Appendix S4",1977,1979,1981,2007,2009,2011,31,"Expansion",0.3448,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","10 northernmost latitudinal extents per spp","Mean of extremes","Myiarchus cinerascens","Passeriformes","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",9.323680713,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",9.323680713,2,363.468,1,0.515563415227145,2.08392238616943,"Climate","Climate",0.515563415227145,2.08392238616943
"Passerina cyanea","A33_P1","LAT","Ter","LE","Aves",9.6052,470,470,2.71763074729418,1.4527157832513,4.55099968910217,0.797022515535355,"110km",1.57105601928353,1.71976115687783,3.93985166549683,-0.3469387114048,2.03298266244992,1.80998009853087,4.44835157394409,-0.0229861255735159,2.71763074729418,1.4527157832513,4.55099968910217,0.797022515535355,470,"A33","P1",33,277,"Auer_King_2014_GEB","10.1111/geb.12174",41.5421,-109.22232,5291414.33,2939.61,5044.43,0,5044.43,881.79,"North America",NA,"Passerina_cyanea","Passerina_cyanea","Passerina_cyanea","Animalia","Chordata","Aves","Cardinalidae","GBIF:2490327","Find_Sci_Names","297.76","km","U",NA,NA,"Appendix S4",1977,1979,1981,2007,2009,2011,31,"Expansion",9.6052,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","10 northernmost latitudinal extents per spp","Mean of extremes","Passerina cyanea","Passeriformes","natal dispersal","Payne (1991)","Natal_dispersal_maximum_distance_(km)",470,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Max","natal dispersal",470,2,365,1,2.71763074729418,4.55099968910217,"Climate","Climate",2.71763074729418,4.55099968910217
"Sayornis nigricans","A33_P1","LAT","Ter","LE","Aves",1.9294,34.4,34.4,0.237551,0.7026332,1.029536,-0.5352664,"25km",0.237551,0.7026332,1.029536,-0.5352664,0.4434054,0.9283674,1.492884,-0.49863,1.266692,0.9969966,2.683221,-0.02083334,34.4,"A33","P1",33,277,"Auer_King_2014_GEB","10.1111/geb.12174",41.5421,-109.22232,5291414.33,2939.61,5044.43,0,5044.43,881.79,"North America",NA,"Sayornis_nigricans","Sayornis_nigricans","Sayornis_nigricans","Animalia","Chordata","Aves","Tyrannidae","GBIF:2483612","Find_Sci_Names","59.81","km","U",NA,NA,"Appendix S4",1977,1979,1981,2007,2009,2011,31,"Expansion",1.9294,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","10 northernmost latitudinal extents per spp","Mean of extremes","Sayornis nigricans","Passeriformes","natal dispersal","Wolf (1997)","Natal_dispersal_maximum_distance_(km)",34.4,"MaxDispersalDistance","km","Sutherland (birds)","m","Max","natal dispersal",34.4,2,364.359,1,0.237551,1.029536,"Climate","Climate",0.237551,1.029536
"Sialia mexicana","A33_P1","LAT","Ter","LE","Aves",-3.0232,6.421985086,5.31845169,0.1774068,0.6842557,0.978661,-0.6139524,"25km",0.1774068,0.6842557,0.978661,-0.6139524,0.3140646,0.9875336,1.388546,-0.7982227,0.9604597,1.156808,2.484728,-0.2774096,6.421985086,"A33","P1",33,277,"Auer_King_2014_GEB","10.1111/geb.12174",41.5421,-109.22232,5291414.33,2939.61,5044.43,0,5044.43,881.79,"North America",NA,"Sialia_mexicana","Sialia_mexicana","Sialia_mexicana","Animalia","Chordata","Aves","Turdidae","GBIF:2490936","Find_Sci_Names","-93.72","km","U",NA,NA,"Appendix S4",1977,1979,1981,2007,2009,2011,31,"Contraction",-3.0232,"km/year","moderate",2,"TWO","CensusPeriods","occurrence","RESAMPLING(same)","10 northernmost latitudinal extents per spp","Mean of extremes","Sialia mexicana","Passeriformes","arithmetic mean natal dispersal distance","Chu 2021","arimean",6.421985086,"MeanDispersalDistance","km","Chu 2021",NA,"Mean","natal dispersal",5.31845169,2,365,1,0.1774068,0.978661,"Climate","Climate",0.1774068,0.978661
"Abies balsamea","A85_P1","LAT","Ter","LE","Plants",0.4779,0.0064,0.0032,0.210268869435057,0.237992926129545,0.463882023096085,-0.000690387422218917,"25km",0.210268869435057,0.237992926129545,0.463882023096085,-0.000690387422218917,0.264131308056741,0.266118287813294,0.605681562423707,0.0333957865834236,0.419670017436147,0.421963447769238,1.09682633876801,0.118201331049204,0.16,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Abies_balsamea","Abies_balsamea","Abies_balsamea","Plantae","Tracheophyta","Pinopsida","Pinaceae","GBIF:2685383","Find_Sci_Names","0.1052","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.4779,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Abies balsamea","Pinales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",160,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.08,4,9125,25,0.0064,0.0064,"Dispersal","Dispersal",NA,NA
"Acer rubrum","A85_P1","LAT","Ter","LE","Plants",0.1654,1.1371,0.03143,0.137516644308558,0.169920414925294,0.39114847779274,-0.0374104790389538,"25km",0.137516644308558,0.169920414925294,0.39114847779274,-0.0374104790389538,0.163059965078343,0.165093425080354,0.409095627069473,-0.0269054029136896,0.234702347562863,0.114578080223155,0.421585857868195,0.126926444470882,11.371,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Acer_rubrum","Acer_rubrum","Acer_rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189883","Find_Sci_Names","0.0364","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.1654,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Acer rubrum","Sapindales","seed dispersal (field)","Higgins et al. 2003","Maximum_recorded_dispersal_distance_(m)",11371,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.3143,7,3650,10,0.137516644308558,0.39114847779274,"Climate","Climate",0.137516644308558,0.39114847779274
"Acer saccharum","A85_P1","LAT","Ter","LE","Plants",0.2067,0.00686363636363636,0.00681818181818182,0.143114706508707,0.167972245374233,0.38916020989418,-0.0365532092750072,"25km",0.143114706508707,0.167972245374233,0.38916020989418,-0.0365532092750072,0.169163580927489,0.163288425857034,0.409085708856583,-0.0238815058022737,0.235368730845275,0.112406396358397,0.417855381965637,0.12840536236763,0.151,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Acer_saccharum","Acer_saccharum","Acer_saccharum","Plantae","Tracheophyta","Magnoliopsida","Sapindaceae","GBIF:3189859","Find_Sci_Names","0.0455","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.2067,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Acer saccharum","Sapindales","seed/plant dispersal (unknown)",NA,"Max._Indiv._Dispersal_Distance_(m)",151,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","seed dispersal",0.15,3,8030,22,0.00686363636363636,0.00686363636363636,"Dispersal","Dispersal",NA,NA
"Betula alleghaniensis","A85_P1","LAT","Ter","LE","Plants",0.2231,0.01,0.005,0.138255261067684,0.168830816007664,0.391282331943512,-0.0387382879853249,"25km",0.138255261067684,0.168830816007664,0.391282331943512,-0.0387382879853249,0.172756342930962,0.173489802979706,0.411017614603043,-0.0178467655554414,0.250611094491822,0.136647202075503,0.443409556150436,0.129884280264378,0.4,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Betula_alleghaniensis","Betula_alleghaniensis","Betula_alleghaniensis","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:5331779","Find_Sci_Names","0.0491","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Expansion",0.2231,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Betula alleghaniensis","Fagales","seed/plant dispersal (unknown)","Wirth, C. and J. W. Lichstein. 2009. The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics. Pages 81-113 in C. Wirth, G. Gleixner, and M. Heimann, editors. Old-Growth Forests: Function, Fate and Value. Springer, New York, Berlin, Heidelberg.","MaxDispersalDistanceMean",400,"MaxDispersalDistance","m","TRY database",NA,"Max","seed dispersal",0.2,5,14600,40,0.01,0.01,"Dispersal","Dispersal",NA,NA
"Betula papyrifera","A85_P1","LAT","Ter","LE","Plants",-0.7041,0.0206521739130435,0.00326086956521739,0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,"25km",0.370542142340585,0.418377792192524,0.971844404935837,0.0087511483579874,0.52258216990511,0.528877345181221,1.22885370254517,0.0528057470917702,0.651978433042406,0.57405952507581,1.38088338375092,0.139217740297318,0.475,"A85","P1",85,90,"Boisvert-Marsh_al_2014_Ecosphere","10.1890/ES14-00111.1",49.59775,-71.65457,810518.94,883.97,1543.79,0,1543.79,145,"Quebec, Canada","adult","Betula_papyrifera","Betula_papyrifera","Betula_papyrifera","Plantae","Tracheophyta","Magnoliopsida","Betulaceae","GBIF:5332120","Find_Sci_Names","-0.155","deg","U",NA,NA,"Table A3",1970,1973.5,1977,1992,1997,2002,24.5,"Contraction",-0.7041,"km/year","small",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Northernmost (90th percentile of latitudes)","Percentile","Betula papyrifera","Fagales","seed dispersal (field)","Greene & Johnson 1995 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",475,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.075,4,8212.5,23,0.0206521739130435,0.0206521739130435,"Dispersal","Dispersal",NA,NA
