"scientificName_checked","ID","Type","Eco","Param","group","ShiftKmY","DispersalPotentialKmY","MedianDispersalPotentialKmY","ClimVeloKmY_RelScale","sdClimVeloKmY_RelScale","p90ClimVeloKmY_RelScale","p10ClimVeloKmY_RelScale","RelScale","ClimVeloKmY_25km","sdClimVeloKmY_25km","p90ClimVeloKmY_25km","p10ClimVeloKmY_25km","ClimVeloKmY_50km","sdClimVeloKmY_50km","p90ClimVeloKmY_50km","p10ClimVeloKmY_50km","ClimVeloKmY_110km","sdClimVeloKmY_110km","p90ClimVeloKmY_110km","p10ClimVeloKmY_110km","MaxDispersalDistanceKm","Article_ID","Study_ID","ID_BioShifts","ID_CoRE","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Study_area","Subsp_or_Pop","sp_name_publication","sp_name_database","sp_name_checked","kingdom","phylum","class","family","taxonID","taxon_method","Trend","unit","Significance","Magnitude","Angle","FigTable","START_firstperiod","MIDPOINT_firstperiod","END_firstperiod","START_secondperiod","MIDPOINT_secondperiod","END_secondperiod","Duration","Direction","Rate","UnitRate","Grain_size","N_periodes","Sampling","Category","Obs_type","Uncertainty_distribution","Position_definition","Position_definition_category","scientificName","order","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","type","ObservationTypeGeneral","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","LimitingRate","LimitingRate_p90","what_is_limiting","what_is_limiting_p90","colour","colour_p90"
"Sitta europaea","A129_P3","LAT","Ter","LE","Aves",5.6875,24.1,1.4515,1.089259,1.993032,3.683999,-0.9722342,"25km",1.089259,1.993032,3.683999,-0.9722342,2.750213,2.552672,5.586736,-0.1894098,4.223466,1.453307,6.180381,2.601517,24.1,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Sitta_europaea","Sitta_europaea","Sitta_europaea","Animalia","Chordata","Aves","Sittidae","GBIF:2484916","Find_Sci_Names","91","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Expansion",5.6875,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Sitta europaea","Passeriformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",24100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",1.4515,6,364.234,1,1.089259,3.683999,"Climate","Climate",1.089259,3.683999
"Tyto alba","A129_P3","LAT","Ter","LE","Aves",5.5,97.1,16.9,4.28753,1.779995,6.183975,2.416446,"110km",0.8639897,1.870389,3.21058,-1.189359,2.180472,2.808776,5.403172,-0.6976244,4.28753,1.779995,6.183975,2.416446,97.1,"A129","P3",129,301,"Mason_al_2015_BJLS","10.1111/bij.12574",54.05248,-2.67353,228277.63,879.94,1749,0,1749,153.28,"Great Britain",NA,"Tyto_alba","Tyto_alba","Tyto_alba","Animalia","Chordata","Aves","Tytonidae","GBIF:2497921","Find_Sci_Names","88","km","U",NA,NA,"Table S5",1986,1990.5,1995,2001,2005.5,2010,16,"Expansion",5.5,"km/year","large",2,"TWO","CensusPeriods","occurrence","RESAMPLING","Mean northing of the 10 most northerly occupied hectads","Mean of extremes","Tyto alba","Strigiformes","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",97100,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",16.9,7,365,1,4.28753,6.183975,"Climate","Climate",4.28753,6.183975
"Lacerta agilis","A134_P1","LAT","Ter","LE","Squamata",13.2161,0.0563,0.0563,1.05764382415348,1.02684346600064,1.93129396438599,-0.0934117197990417,"25km",1.05764382415348,1.02684346600064,1.93129396438599,-0.0934117197990417,3.31116471290588,1.26531621134188,4.16683702468872,2.04950966835022,4.22624492645264,NA,4.22624492645264,4.22624492645264,0.0563,"A134","P1",134,NA,"Hassall_2015_FS","10.1086/682210.",54.1715,-2.89838,245636.94,1088.73,1749,0,1749,149.26,"United Kingdom",NA,"Lacerta_agilis","Lacerta_agilis","Lacerta_agilis","Animalia","Chordata","Squamata","Lacertidae","GBIF:6159223","Find_Sci_Names | order from NCBI using taxize","409.7","km","U",NA,NA,"Supplementary material",1960,1964.5,1969,1990,1994.5,1999,31,"Expansion",13.2161,"km/year","large",2,"TWO","CensusPeriods","occurrence","RAW","Mean northing of the 10 northernmost occupied grid cells","Mean of extremes","Lacerta agilis",NA,"individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",56.3,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Max","natal/breeding dispersal",0.0563,1,12,1,0.0563,0.0563,"Dispersal","Dispersal",NA,NA
"Cerastium fontanum","A138_P1","LAT","Ter","LE","Plants",0.0042,0.00016,9.5e-05,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.00016,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Cerastium_fontanum","Cerastium_fontanum","Cerastium_fontanum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:3085458","Find_Sci_Names","0.1457","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0042,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cerastium fontanum","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.16,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",9.5e-05,2,42,1,0.00016,0.00016,"Dispersal","Dispersal",NA,NA
"Cirsium arvense","A138_P1","LAT","Ter","LE","Plants",0.0092,0.0534,0.011375,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.0534,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Cirsium_arvense","Cirsium_arvense","Cirsium_arvense","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113414","Find_Sci_Names","0.3236","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0092,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium arvense","Asterales","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",53.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Max","seed dispersal",0.011375,6,365,1,0.0534,0.0534,"Dispersal","Dispersal",NA,NA
"Cirsium palustre","A138_P1","LAT","Ter","LE","Plants",-0.0453,0.02349,0.00681,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.02349,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Cirsium_palustre","Cirsium_palustre","Cirsium_palustre","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3113239","Find_Sci_Names","-1.5857","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.0453,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium palustre","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",23.49,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00681,3,365,1,0.02349,0.02349,"Dispersal","Dispersal",NA,NA
"Cirsium vulgare","A138_P1","LAT","Ter","LE","Plants",-0.9994,0.9,0.0316,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.9,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Cirsium_vulgare","Cirsium_vulgare","Cirsium_vulgare","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3112801","Find_Sci_Names","-34.9782","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.9994,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Cirsium vulgare","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",900,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0316,5,365,1,0.118315112446733,0.9,"Climate","Dispersal",0.118315112446733,NA
"Crepis capillaris","A138_P1","LAT","Ter","LE","Plants",0.0418,0.65,0.65,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.65,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Crepis_capillaris","Crepis_capillaris","Crepis_capillaris","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5403304","Find_Sci_Names","1.4617","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0418,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Crepis capillaris","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",650,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.65,1,168,1,0.118315112446733,0.65,"Climate","Dispersal",0.118315112446733,NA
"Daucus carota","A138_P1","LAT","Ter","LE","Plants",0.0437,0.017,0.00093,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.017,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Daucus_carota","Daucus_carota","Daucus_carota","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:3034742","Find_Sci_Names","1.5304","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0437,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Daucus carota","Apiales","seed dispersal (model)","Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",17,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00093,6,42,1,0.017,0.017,"Dispersal","Dispersal",NA,NA
"Stellaria media","A138_P1","LAT","Ter","LE","Plants",0.7481,0.00032,0.000185,0.1183151,1.85167,1.395901,-1.477746,"25km",0.1183151,1.85167,1.395901,-1.477746,-0.1629994,2.227535,2.634198,-3.260857,2.620555,2.023487,4.399583,0.5122782,0.00032,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Stellaria_media","Stellaria_media","Stellaria_media","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:5384604","Find_Sci_Names","26.1843","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.7481,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Stellaria media","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.32,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000185,2,42,1,0.00032,0.00032,"Dispersal","Dispersal",NA,NA
"Suaeda maritima","A138_P1","LAT","Ter","LE","Plants",0.3012,0.38,0.19005,0.1183151,1.85167,1.395901,-1.477746,"25km",0.1183151,1.85167,1.395901,-1.477746,-0.1629994,2.227535,2.634198,-3.260857,2.620555,2.023487,4.399583,0.5122782,0.38,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Suaeda_maritima","Suaeda_maritima","Suaeda_maritima","Plantae","Tracheophyta","Magnoliopsida","Amaranthaceae","GBIF:3083541","Find_Sci_Names","10.542","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.3012,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Suaeda maritima","Caryophyllales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",380,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.19005,2,84,1,0.1183151,0.38,"Climate","Dispersal",0.1183151,NA
"Taraxacum officinale","A138_P1","LAT","Ter","LE","Plants",0.0273,0.62,0.0261,0.1183151,1.85167,1.395901,-1.477746,"25km",0.1183151,1.85167,1.395901,-1.477746,-0.1629994,2.227535,2.634198,-3.260857,2.620555,2.023487,4.399583,0.5122782,0.62,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Taraxacum_officinale","Taraxacum_officinale","Taraxacum_officinale","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:5394163","Find_Sci_Names","0.9571","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0273,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Taraxacum officinale","Asterales","seed dispersal (field)","Feekes 1936 in Cain et al. 1998","Maximum_recorded_dispersal_distance_(m)",620,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.0261,4,56,1,0.1183151,0.62,"Climate","Dispersal",0.1183151,NA
"Achillea millefolium","A138_P1","LAT","Ter","LE","Plants",5e-04,0.00039,0.00023,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.00039,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Achillea_millefolium","Achillea_millefolium","Achillea_millefolium","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120060","Find_Sci_Names","0.0184","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",5e-04,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Achillea millefolium","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.39,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00023,4,365,1,0.00039,0.00039,"Dispersal","Dispersal",NA,NA
"Achillea ptarmica","A138_P1","LAT","Ter","LE","Plants",-0.4618,0.00068,0.000395,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.00068,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Achillea_ptarmica","Achillea_ptarmica","Achillea_ptarmica","Plantae","Tracheophyta","Magnoliopsida","Asteraceae","GBIF:3120333","Find_Sci_Names","-16.1644","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.4618,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Achillea ptarmica","Asterales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.68,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000395,2,365,1,0.00068,0.00068,"Dispersal","Dispersal",NA,NA
"Angelica sylvestris","A138_P1","LAT","Ter","LE","Plants",0.3833,0.0038,0.00229,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.0038,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Angelica_sylvestris","Angelica_sylvestris","Angelica_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371818","Find_Sci_Names","13.4142","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.3833,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Angelica sylvestris","Apiales","seed dispersal (model)","Jongejans & Telenius 2001","Maximum_recorded_dispersal_distance_(m)",3.8,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.00229,5,365,1,0.0038,0.0038,"Dispersal","Dispersal",NA,NA
"Anthoxanthum odoratum","A138_P1","LAT","Ter","LE","Plants",0.2581,0.002,0.002,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.002,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Anthoxanthum_odoratum","Anthoxanthum_odoratum","Anthoxanthum_odoratum","Plantae","Tracheophyta","Liliopsida","Poaceae","GBIF:2705975","Find_Sci_Names","9.0352","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.2581,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Anthoxanthum odoratum","Poales","seed dispersal (field)","Antonovics & Ellstrand 1985 in Willson 1993","Maximum_recorded_dispersal_distance_(m)",2,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.002,3,365,1,0.002,0.002,"Dispersal","Dispersal",NA,NA
"Anthriscus sylvestris","A138_P1","LAT","Ter","LE","Plants",0.0053,0.12,0.12,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.12,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Anthriscus_sylvestris","Anthriscus_sylvestris","Anthriscus_sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiaceae","GBIF:5371742","Find_Sci_Names","0.1852","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Expansion",0.0053,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Anthriscus sylvestris","Apiales","seed dispersal (model)","Kivieniemi & Eriksson (unpubl.) in Kiviniemi & Telenius 1998","Maximum_recorded_dispersal_distance_(m)",120,"MaxDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.12,1,365,1,0.118315112446733,0.12,"Climate","Dispersal",0.118315112446733,NA
"Arenaria serpyllifolia","A138_P1","LAT","Ter","LE","Plants",-0.3795,0.00013,8e-05,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.00013,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Arenaria_serpyllifolia","Arenaria_serpyllifolia","Arenaria_serpyllifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllaceae","GBIF:8089871","Find_Sci_Names","-13.2837","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-0.3795,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Arenaria serpyllifolia","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.13,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",8e-05,4,365,1,0.00013,0.00013,"Dispersal","Dispersal",NA,NA
"Armeria maritima","A138_P1","LAT","Ter","LE","Plants",-2e-04,0.00028,0.000165,0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,"25km",0.118315112446733,1.85166971114166,1.39590055942535,-1.47774612903595,-0.162999432927205,2.2275354566537,2.63419761657715,-3.26085739135742,2.62055479486783,2.02348730893923,4.39958257675171,0.512278187274933,0.00028,"A138","P1",138,NA,"Pakeman_al_2015_GCB","10.1111/gcb.12999",56.82896,-4.17032,78302.26,607.73,1237,-3.37,1233.63,221.35,"Scotland",NA,"Armeria_maritima","Armeria_maritima","Armeria_maritima","Plantae","Tracheophyta","Magnoliopsida","Plumbaginaceae","GBIF:8930531","Find_Sci_Names","-0.0068","km","U",NA,NA,"Data from author",1975,1976,1977,2009,2010,2011,35,"Contraction",-2e-04,"km/year","small",2,"TWO","CensusPeriods","occurrence","RAW","Maximum northing","Furthest occurrence","Armeria maritima","Caryophyllales","seed dispersal (model)","Soons & Ozinga 2005","99th_percentile_dispersal_distance_(m)",0.28,"99thPercentileDispersalDistance","m","Tamme et al. 2014",NA,"Max","seed dispersal",0.000165,2,365,1,0.00028,0.00028,"Dispersal","Dispersal",NA,NA
