"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Polygonatum verticillatum",50.7142857142857,22.757681953839,43.5,25.275,80,14,"Polygonatum verticillatum","Polygonatum verticillatum","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2770004"
"Polygonum arenastrum",17.7083333333333,14.6728852175044,13.75,5,44.5,12,"Polygonum arenastrum","Polygonum arenastrum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:5334294"
"Polygonum aviculare",43.9186046511628,51.133454037608,30,4.05,200,43,"Polygonum aviculare","Polygonum aviculare","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:7821030"
"Polygonum douglasii",12.344,4.90255715587964,13,4.7,21.1,25,"Polygonum douglasii","Polygonum douglasii","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:5334465"
"Polygonum paronychia",40,NA,40,40,40,1,"Polygonum paronychia","Polygonum paronychia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:5334317"
"Polypodium vulgare",13.0535714285714,13.4616217351499,8,2.375,50,56,"Polypodium vulgare","Polypodium vulgare","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","gbif","GBIF:5274951"
"Polypogon maritimus",20,10.9544511501033,20,10,30,6,"Polypogon maritimus","Polypogon maritimus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289913"
"Polypogon monspeliensis",54.0526666666667,31.4563282066173,65.908,5,80,12,"Polypogon monspeliensis","Polypogon monspeliensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289917"
"Polypogon viridis",50,30,50,21.5,78.5,3,"Polypogon viridis","Polypogon viridis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289919"
"Polystichum aculeatum",69.25,29.9548271012648,70,21.125,100,10,"Polystichum aculeatum","Polystichum aculeatum","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:7319269"
"Polystichum lonchitis",26.5,17.4623404311488,19,10,56.25,16,"Polystichum lonchitis","Polystichum lonchitis","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:2651113"
"Polystichum munitum",106.68,NA,106.68,106.68,106.68,1,"Polystichum munitum","Polystichum munitum","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:2651122"
"Polystichum setiferum",88.3333333333333,39.5359992676957,90,30,150,15,"Polystichum setiferum","Polystichum setiferum","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:4044517"
"Polytrichum commune",2,NA,2,2,2,1,"Polytrichum commune","Polytrichum commune","Plantae","Bryophyta","Polytrichopsida","Polytrichales","Polytrichaceae","gbif","GBIF:2683084"
"Populus balsamifera",2170.74594594595,1063.17899470163,2400,640,3600,37,"Populus balsamifera","Populus balsamifera","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040184"
"Populus deltoides",3385.76,1524.24698103151,3000,343.6075,5800,50,"Populus deltoides","Populus deltoides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040232"
"Populus fremontii",2289.4,1198.04646702157,2871.6,600,3400,8,"Populus fremontii","Populus fremontii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040237"
"Populus grandidentata",1604.41739130435,846.538049218524,1800,220,3000,23,"Populus grandidentata","Populus grandidentata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040210"
"Populus nigra",2691.19902822222,1184.24804889456,3000,116.07,4281.828135,45,"Populus nigra","Populus nigra","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040227"
"Populus tremula",2075.67880597015,915.672573396888,2000,426.29,3675,67,"Populus tremula","Populus tremula","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040249"
"Populus tremuloides",692.486503067485,739.68258211128,319,13.5,2552.5,326,"Populus tremuloides","Populus tremuloides","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:3040215"
"Populus trichocarpa",3242.54518518519,1683.73464396257,3000,182.5,6000,27,"Populus trichocarpa","Populus trichocarpa","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","gbif","GBIF:6362904"
"Portulaca oleracea",9.34117647058824,9.78325460101266,10,0.525,30,51,"Portulaca oleracea","Portulaca oleracea","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Portulacaceae","gbif","GBIF:3084719"
"Potamogeton alpinus",90.1428571428571,112.293408193934,30,1.15,268,7,"Potamogeton alpinus","Potamogeton alpinus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301175"
"Potamogeton berchtoldii",56.25,20.5649377987551,57.5,31.875,78.5,4,"Potamogeton berchtoldii","Potamogeton berchtoldii","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:6389089"
"Potamogeton coloratus",40.8571428571429,40.2675575429674,40,1.15,95.5,7,"Potamogeton coloratus","Potamogeton coloratus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:7289632"
"Potamogeton crispus",116.25,65.2399417534994,127.5,35.625,177.75,4,"Potamogeton crispus","Potamogeton crispus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301162"
"Potamogeton diversifolius",97.536,NA,97.536,97.536,97.536,1,"Potamogeton diversifolius","Potamogeton diversifolius","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301163"
"Potamogeton friesii",97.5,47.8713553878169,100,43,147.75,4,"Potamogeton friesii","Potamogeton friesii","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301204"
"Potamogeton gramineus",75.6666666666667,81.1711155522702,75,1.2,224,9,"Potamogeton gramineus","Potamogeton gramineus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301183"
"Potamogeton lucens",197.5,104.043260233424,215,69,296.25,4,"Potamogeton lucens","Potamogeton lucens","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301141"
"Potamogeton natans",51.5714285714286,50.8620917870311,50,1.15,117,7,"Potamogeton natans","Potamogeton natans","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301147"
"Potamogeton nodosus",100.857142857143,103.125212842493,100,1.15,242.5,7,"Potamogeton nodosus","Potamogeton nodosus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301233"
"Potamogeton obtusifolius",92.5,67.0198975429437,70,41.5,181.75,4,"Potamogeton obtusifolius","Potamogeton obtusifolius","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301231"
"Potamogeton perfoliatus",300,163.299316185545,300,115,485,4,"Potamogeton perfoliatus","Potamogeton perfoliatus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301200"
"Potamogeton polygonifolius",17.2,29.7270920205795,3,1.1,64,5,"Potamogeton polygonifolius","Potamogeton polygonifolius","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301226"
"Potamogeton praelongus",187.5,85.3912563829967,175,103.75,292.5,4,"Potamogeton praelongus","Potamogeton praelongus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5301213"
"Potamogeton pusillus",58.75,21.7466472511665,62.5,31.875,79.25,4,"Potamogeton pusillus","Potamogeton pusillus","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:8351789"
"Potamogeton trichoides",51.25,34.7311099736245,42.5,21.125,96.25,4,"Potamogeton trichoides","Potamogeton trichoides","Plantae","Tracheophyta","Liliopsida","Alismatales","Potamogetonaceae","gbif","GBIF:5642073"
"Potentilla anglica",30,27.126248051165,15,5.9375,80,16,"Potentilla anglica","Potentilla anglica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365283"
"Potentilla anserina",20.4866666666667,16.5837524618008,17.62,2,53.75,36,"Potentilla anserina","Argentina anserina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5367246"
"Potentilla argentea",26.0571428571429,13.002698491745,25,8.4,50,35,"Potentilla argentea","Potentilla argentea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8011540"
"Potentilla aurea",8.775,4.78128585680091,6.9,5,18.3125,10,"Potentilla aurea","Potentilla aurea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365496"
"Potentilla biennis",40,NA,40,40,40,1,"Potentilla biennis","Potentilla biennis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365958"
"Potentilla crantzii",10.9468,11.1514164720601,5,2,35.6,25,"Potentilla crantzii","Potentilla crantzii","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5366215"
"Potentilla erecta",18.6378461538462,9.79377229453552,20,5.48,34,65,"Potentilla erecta","Potentilla erecta","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365576"
"Potentilla frigida",5.75,3.30403793359983,5.5,2.225,9.7,4,"Potentilla frigida","Potentilla frigida","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5368457"
"Potentilla gracilis",29.4683636363636,15.782858088906,24.5,17.25,64.364,11,"Potentilla gracilis","Potentilla gracilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365416"
"Potentilla grandiflora",16.719,6.45741683819639,17.5,10.1305,27.75,10,"Potentilla grandiflora","Potentilla grandiflora","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5366106"
"Potentilla nivea",10.736,6.8416723101885,10,3.812,19.5,5,"Potentilla nivea","Potentilla nivea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5366510"
"Potentilla norvegica",51.8416666666667,21.2279405735203,50,15.525,95.6925,48,"Potentilla norvegica","Potentilla norvegica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5365305"
"Potentilla pensylvanica",36.875,33.9960169235554,31.25,5.75,77.5625,4,"Potentilla pensylvanica","Potentilla pensylvanica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5368602"
"Potentilla reptans",26.4381578947368,25.3035608919423,18.4,4.3625,100,38,"Potentilla reptans","Potentilla reptans","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5367273"
"Potentilla sterilis",8.11363636363636,4.19163514571643,5,5,15,22,"Potentilla sterilis","Potentilla sterilis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5366922"
"Prenanthes purpurea",32.8243243243243,35.6199491967743,15,8,132,37,"Prenanthes purpurea","Prenanthes purpurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3090783"
"Primula auricula",14.6428571428571,7.69585540899714,15,5,24.25,7,"Primula auricula","Primula auricula","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7974503"
"Primula elatior",15.0434782608696,8.75275676505079,14,3.1,30,23,"Primula elatior","Primula elatior","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5414326"
"Primula farinosa",12.275,6.5309229474443,11.25,5,20,12,"Primula farinosa","Primula farinosa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7931979"
"Primula glutinosa",4.5,2.5,4.5,2.125,6.875,3,"Primula glutinosa","Primula glutinosa","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5640317"
"Primula hirsuta",4.16666666666667,2.06731940536762,3,2,8.775,15,"Primula hirsuta","Primula hirsuta","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8297072"
"Primula integrifolia",3.5,1.91485421551268,4,1.15,5,4,"Primula integrifolia","Primula integrifolia","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7631456"
"Primula minima",2.85714285714286,1.54688627340769,2.5,1,4.85,7,"Primula minima","Primula minima","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5640455"
"Primula scotica",5.25,5.3851648071345,3,0.5,13.3,8,"Primula scotica","Primula scotica","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5640571"
"Primula veris",15.2301333333333,8.00412728080162,11.1,5,30,45,"Primula veris","Primula veris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:8377689"
"Primula vulgaris",11.3207547169811,2.98408332082104,11,7,16,53,"Primula vulgaris","Primula vulgaris","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:5414335"
"Primula wulfeniana",5.5,2.5,5.5,3.125,7.875,3,"Primula wulfeniana","Primula wulfeniana","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","gbif","GBIF:7290695"
"Prosopis glandulosa",743.36,474.148038767078,679.8,222.5,1451.1,10,"Prosopis glandulosa","Prosopis glandulosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5358457"
"Prosopis pubescens",795.44,275.286172555034,881,354.2,1005.11,6,"Prosopis pubescens","Prosopis pubescens","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5358508"
"Prospero autumnale",15.1666666666667,9.02773504263389,12.5,4.2,29,9,"Prospero autumnale","Prospero autumnale","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","gbif","GBIF:2767189"
"Prunella vulgaris",76.7372727272727,443.119166942727,15,1.2575,48.426,88,"Prunella vulgaris","Prunella vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:5341297"
"Prunus avium",1855.44642857143,1163.34520663696,2000,5,4000,56,"Prunus avium","Prunus avium","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3020791"
"Prunus emarginata",1159.03111111111,878.214069980157,800,100,2438.4,9,"Prunus emarginata","Prunus emarginata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:7272137"
"Prunus fasciculata",233.152,61.4225391855465,200,182.88,300,5,"Prunus fasciculata","Prunus fasciculata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021225"
"Prunus fremontii",353.026666666667,164.756075052384,400,150,515.89,6,"Prunus fremontii","Prunus fremontii","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3023475"
"Prunus ilicifolia",705.216,415.015818108178,792.48,180,1188.72,5,"Prunus ilicifolia","Prunus ilicifolia","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3020610"
"Prunus mahaleb",646.153846153846,332.542651978081,600,162.5,1075,26,"Prunus mahaleb","Prunus mahaleb","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3022789"
"Prunus padus",1160.77272727273,516.038876471142,1200,300,1800,44,"Prunus padus","Prunus padus","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021037"
"Prunus persica",678.571428571429,272.956946248844,800,232.5,1000,14,"Prunus persica","Prunus persica","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:8149923"
"Prunus serotina",1266.45542168675,1099.35203146494,900,17.8,3800,83,"Prunus serotina","Prunus serotina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021850"
"Prunus spinosa",277.733962264151,151.021902312974,300,41.9,600,53,"Prunus spinosa","Prunus spinosa","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3023221"
"Prunus subcordata",745.216,77.7661191008012,762,624.84,799.248,5,"Prunus subcordata","Prunus subcordata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3021997"
"Prunus virginiana",1119.43777777778,975.305346476353,777.24,100,3000,18,"Prunus virginiana","Prunus virginiana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:3022668"
"Pseudorchis albida",19.2083333333333,9.06406073289985,20,7.825,30,12,"Pseudorchis albida","Pseudorchis albida","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:2787993"
"Pseudotsuga macrocarpa",2849.10956521739,1228.71934946135,2500,824.184,5300,23,"Pseudotsuga macrocarpa","Pseudotsuga macrocarpa","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685776"
"Pseudotsuga menziesii",4004.35833090801,3128.21299599836,3352.8,77.6864,10047.5,283,"Pseudotsuga menziesii","Pseudotsuga menziesii","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685796"
"Pseudoturritis turrita",19.4074074074074,25.76858442018,6,3,87,27,"Pseudoturritis turrita","Pseudoturritis turrita","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3042086"
"Psilostrophe cooperi",53.34,NA,53.34,53.34,53.34,1,"Psilostrophe cooperi","Psilostrophe cooperi","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3087648"
"Psorothamnus spinosus",792.48,NA,792.48,792.48,792.48,1,"Psorothamnus spinosus","Psorothamnus spinosus","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:2940449"
"Pteridium aquilinum",65.1593333333333,63.0150481965614,43,21.675,233.2884,108,"Pteridium aquilinum","Pteridium aquilinum","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dennstaedtiaceae","gbif","GBIF:5275012"
"Ptilagrostis kingii",42.672,NA,42.672,42.672,42.672,1,"Ptilagrostis kingii","Ptilagrostiella kingii","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:10501608"
"Puccinellia distans",29.5454545454545,21.0302811981373,15,11.25,60,11,"Puccinellia distans","Puccinellia distans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704688"
"Puccinellia fasciculata",28.3333333333333,23.8047614284762,30,5,50,6,"Puccinellia fasciculata","Puccinellia fasciculata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704720"
"Pulicaria arabica",18.575,0.106066017177981,18.575,18.50375,18.64625,2,"Pulicaria arabica","Pulicaria arabica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095531"
"Pulicaria dysenterica",45.4117647058824,21.4419531046306,45,11,80,17,"Pulicaria dysenterica","Pulicaria dysenterica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095609"
"Pulmonaria longifolia",31.25,9.91031208965115,35,20,40,8,"Pulmonaria longifolia","Pulmonaria longifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7294681"
"Pulsatilla alpina",24.35,18.2116916920344,20,5,56.5,8,"Pulsatilla alpina","Pulsatilla alpina","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7278071"
"Purshia glandulosa",132.08,35.1952724097996,152.4,94.488,152.4,3,"Purshia glandulosa","Purshia glandulosa","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370300"
"Purshia tridentata",162.304,46.0093347050357,182.88,90.288,182.88,5,"Purshia tridentata","Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313"
"Pyrola elliptica",6.11111111111111,1.64097850611041,6,3.425,9.15,18,"Pyrola elliptica","Pyrola elliptica","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888293"
"Pyrola media",10.9166666666667,9.85290364029444,5.25,1.5,30,24,"Pyrola media","Pyrola media","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888292"
"Pyrola minor",9.53931034482759,8.95023460627648,5,2,30,29,"Pyrola minor","Pyrola minor","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888272"
"Pyrus communis",1598.37272727273,567.658825420624,1510.5,352.5,2475,22,"Pyrus communis","Pyrus communis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5362573"
"Quercus agrifolia",1532.14181818182,903.494508470507,1950,281.25,2500,11,"Quercus agrifolia","Quercus agrifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880791"
"Quercus alba",2720.95135135135,1122.61851084903,2620,778.2,4600,37,"Quercus alba","Quercus alba","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879737"
"Quercus arizonica",1852.92,105.84,1800,1800,1995.804,4,"Quercus arizonica","Quercus arizonica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2877992"
"Quercus berberidifolia",330,0,330,330,330,3,"Quercus berberidifolia","Quercus berberidifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878674"
"Quercus bicolor",2331.2,679.639251903002,2300,1236.48,3253.74,23,"Quercus bicolor","Quercus bicolor","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878470"
"Quercus chrysolepis",2319.2,1032.66953832512,2871.6,460,3200,14,"Quercus chrysolepis","Quercus chrysolepis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879984"
"Quercus coccifera",242.923076923077,355.039377978112,149,49.85,1257,78,"Quercus coccifera","Quercus coccifera","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879175"
"Quercus coccinea",2472.06153846154,814.789423140445,2507,1155.4,3812.5,26,"Quercus coccinea","Quercus coccinea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:8326061"
"Quercus douglasii",1840.53538461538,815.372642749062,2000,521.376,2870,13,"Quercus douglasii","Quercus douglasii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878266"
"Quercus dumosa",280.416,13.6310703908387,274.32,274.32,301.752,5,"Quercus dumosa","Quercus dumosa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880740"
"Quercus durata",285,21.2132034355964,285,270.75,299.25,2,"Quercus durata","Quercus durata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879923"
"Quercus ellipsoidalis",428.28,827.965073981586,29,12.75,2107.5,31,"Quercus ellipsoidalis","Quercus ellipsoidalis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879276"
"Quercus emoryi",1752.92,501.976864274308,2000,1075,2010.804,4,"Quercus emoryi","Quercus emoryi","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878171"
"Quercus engelmannii",1276.26666666667,478.507903104362,1000,1000,1787.36,3,"Quercus engelmannii","Quercus engelmannii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880771"
"Quercus faginea",1857.14285714286,475.594865605671,2000,1075,2425,7,"Quercus faginea","Quercus faginea","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881480"
"Quercus falcata",1573.97391304348,718.643039325516,1300,500,3042,46,"Quercus falcata","Quercus falcata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880967"
"Quercus gambelii",1455.684,639.120539755825,1299.6,579.33,2300.961,10,"Quercus gambelii","Quercus gambelii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878268"
"Quercus garryana",2164.524,856.006843642097,2469.2,760,3660,20,"Quercus garryana","Quercus garryana","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879260"
"Quercus hypoleucoides",1073.06666666667,126.555179006366,1000,1000,1208.24,3,"Quercus hypoleucoides","Quercus hypoleucoides","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878550"
"Quercus ilex",60.6409895928428,162.856380500741,38,7,135,5477,"Quercus ilex","Quercus ilex","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879098"
"Quercus imbricaria",1706.32888888889,510.08288494235,2000,971.52,2399.488,9,"Quercus imbricaria","Quercus imbricaria","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881106"
"Quercus kelloggii",2730.76571428571,1140.92397069009,2590.8,896.16,4000,7,"Quercus kelloggii","Quercus kelloggii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878586"
"Quercus laevis",914.576744186047,625.485029639745,650,500,2500,43,"Quercus laevis","Quercus laevis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878626"
"Quercus laurifolia",1459.96837209302,645.855521780184,1250,800,3011.1,43,"Quercus laurifolia","Quercus laurifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2877708"
"Quercus lobata",2570.11428571429,860.131981013324,3048,1173.78,3432.2,7,"Quercus lobata","Quercus lobata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878373"
"Quercus lyrata",2254.5333333125,732.684687680139,2469.2,905.4,3030,16,"Quercus lyrata","Quercus lyrata","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878378"
"Quercus macrocarpa",1812.38666665789,1807.31828472594,1800,23.925,5200,38,"Quercus macrocarpa","Quercus macrocarpa","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878213"
"Quercus marilandica",1431.8,653.97207279822,1609.6,628.65,2000,6,"Quercus marilandica","Quercus marilandica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2881630"
"Quercus michauxii",1725.40547945205,1100.5897444212,1800,450,3969.92,73,"Quercus michauxii","Quercus michauxii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880340"
"Quercus muehlenbergii",2126.60952378571,603.488490522043,2400,1007.22,2934.9,14,"Quercus muehlenbergii","Quercus muehlenbergii","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879947"
"Quercus nigra",1347.89913043478,1142.02248918862,600,400,3975,46,"Quercus nigra","Quercus nigra","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879328"
