"reported_name","m","sd","med","q025","q975","n","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code"
"Diphasiastrum complanatum",11.3823529411765,9.44313476117158,8,5,34,17,"Diphasiastrum complanatum","Diphasiastrum complanatum","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","gbif","GBIF:2688424"
"Diplachne fusca",100.584,NA,100.584,100.584,100.584,1,"Diplachne fusca","Diplachne fusca","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8010581"
"Diplacus aurantiacus",90,34.6410161513775,90,60,120,4,"Diplacus aurantiacus","Diplacus aurantiacus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Phrymaceae","gbif","GBIF:5414628"
"Diplotaxis harra",40,0,40,40,40,2,"Diplotaxis harra","Diplotaxis harra","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5376405"
"Diplotaxis tenuifolia",44.6875,24.3220578899073,35,13.75,80,16,"Diplotaxis tenuifolia","Diplotaxis tenuifolia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:5376426"
"Dipsacus fullonum",107.8453125,63.2792955990512,100,16.1775,200,32,"Dipsacus fullonum","Dipsacus fullonum","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:8435025"
"Dipsacus pilosus",84.7058823529412,45.8758715256211,80,30,150,17,"Dipsacus pilosus","Dipsacus pilosus","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:4102733"
"Dipsacus sativus",130.625,49.765073093486,118.75,86.6875,194.75,4,"Dipsacus sativus","Dipsacus sativus","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888816"
"Dirca occidentalis",193.333333333333,32.1455025366432,180,170.5,227.5,3,"Dirca occidentalis","Dirca occidentalis","Plantae","Tracheophyta","Magnoliopsida","Malvales","Thymelaeaceae","gbif","GBIF:3188463"
"Distichlis spicata",35.052,NA,35.052,35.052,35.052,1,"Distichlis spicata","Distichlis spicata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704509"
"Dithyrea californica",40,NA,40,40,40,1,"Dithyrea californica","Dithyrea californica","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3053543"
"Dittrichia viscosa",80.5888888888889,40.0015138602417,80,33.06,144,9,"Dittrichia viscosa","Dittrichia viscosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3101184"
"Dodonaea viscosa",345.026846722068,233.522044181547,300,50,1000,38,"Dodonaea viscosa","Dodonaea viscosa","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:5421144"
"Doronicum clusii",20,8.16496580927726,20,10.75,29.25,4,"Doronicum clusii","Doronicum clusii","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3143013"
"Doronicum grandiflorum",18.25,8.78782148496503,17,7.325,41.125,32,"Doronicum grandiflorum","Doronicum grandiflorum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3142996"
"Downingia bicornuta",24.384,NA,24.384,24.384,24.384,1,"Downingia bicornuta","Downingia bicornuta","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","gbif","GBIF:3166317"
"Draba aizoides",6.32352941176471,4.20914620376934,5,2,15,17,"Draba aizoides","Draba aizoides","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049799"
"Draba dubia",3.71428571428571,1.86764430181318,3,2,6.7,7,"Draba dubia","Draba dubia","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049974"
"Draba fladnizensis",2.75,1.8907670401189,2,1.0625,5.75,6,"Draba fladnizensis","Draba fladnizensis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049571"
"Draba hoppeana",3,2,3,1.1,4.9,3,"Draba hoppeana","Draba hoppeana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3050118"
"Draba incana",19.625,17.0815224465183,8.5,7,50,12,"Draba incana","Draba incana","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049770"
"Draba norvegica",3.625,1.49430737984343,4.25,2,5,12,"Draba norvegica","Draba norvegica","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049482"
"Draba siliquosa",4.57142857142857,2.86397991480055,3,2.075,9.475,7,"Draba siliquosa","Draba siliquosa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049820"
"Draba tomentosa",4.25,1.78185296812055,4.25,2.125,6.75,6,"Draba tomentosa","Draba tomentosa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:3049449"
"Draba verna",7.4622641509434,6.05809142371698,9,1,25,53,"Draba verna","Draba verna","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7473187"
"Dracocephalum heterophyllum",20,NA,20,20,20,1,"Dracocephalum heterophyllum","Dracocephalum heterophyllum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:7309216"
"Dracocephalum ruyschiana",23.203125,8.18915428990509,21.25,10,43.375,32,"Dracocephalum ruyschiana","Dracocephalum ruyschiana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:3901967"
"Drosera anglica",10.0588235294118,6.36858096669986,10,1.4,20,17,"Drosera anglica","Drosera anglica","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Droseraceae","gbif","GBIF:3190932"
"Drosera intermedia",4.75,3.86867763798777,3,2,13.125,16,"Drosera intermedia","Drosera intermedia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Droseraceae","gbif","GBIF:3191157"
"Drosera rotundifolia",7.93181818181818,5.57267024680751,5,2,18.95,22,"Drosera rotundifolia","Drosera rotundifolia","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Droseraceae","gbif","GBIF:3191030"
"Dryas octopetala",14.8595658402204,17.8231301694878,8,1.4,50,33,"Dryas octopetala","Dryas octopetala","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:4889932"
"Dryopteris aemula",51.6666666666667,32.3522281561358,60,15,95,6,"Dryopteris aemula","Dryopteris aemula","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:7319771"
"Dryopteris carthusiana",62.75,37.8309470613089,60,18.375,134.25,10,"Dryopteris carthusiana","Dryopteris carthusiana","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:5275149"
"Dryopteris dilatata",94.5,55.4857339022083,92.5,20,168.75,16,"Dryopteris dilatata","Dryopteris dilatata","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:5275103"
"Dryopteris expansa",74.4444444444444,47.6605473927627,80,12,144,9,"Dryopteris expansa","Dryopteris expansa","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:5275102"
"Dryopteris filix-mas",92.8125,46.7606939640549,102.5,20.625,168.75,16,"Dryopteris filix-mas","Dryopteris filix-mas","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:5275132"
"Dryopteris oreades",68.1818181818182,32.807981290589,80,30,120,11,"Dryopteris oreades","Dryopteris oreades","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Dryopteridaceae","gbif","GBIF:5653297"
"Dulichium arundinaceum",79.248,NA,79.248,79.248,79.248,1,"Dulichium arundinaceum","Dulichium arundinaceum","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:5292775"
"Dysphania ambrosioides",65.3235294117647,31.4885600141497,60,16,112,17,"Dysphania ambrosioides","Dysphania ambrosioides","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:5568446"
"Dysphania botrys",42.1428571428571,22.7041007414121,40,12.25,70,7,"Dysphania botrys","Dysphania botrys","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:5568428"
"Dysphania pumilio",55,26.4575131106459,60,22.25,79.25,4,"Dysphania pumilio","Dysphania pumilio","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","gbif","GBIF:5568339"
"Eastwoodia elegans",100,NA,100,100,100,1,"Eastwoodia elegans","Eastwoodia elegans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3087644"
"Echinochloa colona",60.96,NA,60.96,60.96,60.96,1,"Echinochloa colona","Echinochloa colonum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:6431411"
"Echinochloa crus-galli",77.2944444444444,38.7845704951948,82,19.71,139.8,18,"Echinochloa crus-galli","Echinochloa crus-galli","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2702808"
"Echinops ritro",53.5714285714286,20.5577004457952,50,30,80,7,"Echinops ritro","Echinops ritro","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5392950"
"Echium vulgare",54.8375,30.8682869836398,52.5,14.0925,94.25,24,"Echium vulgare","Echium vulgare","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:2925892"
"Eclipta prostrata",97.536,0,97.536,97.536,97.536,2,"Eclipta prostrata","Eclipta prostrata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5384950"
"Ehrharta calycina",121.92,NA,121.92,121.92,121.92,1,"Ehrharta calycina","Ehrharta calycina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2702865"
"Ehrharta erecta",70,42.4264068711929,70,41.5,98.5,2,"Ehrharta erecta","Ehrharta erecta","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2702863"
"Elaeagnus angustifolia",903.590909090909,444.246420152354,900,171.75,1737.5,22,"Elaeagnus angustifolia","Elaeagnus angustifolia","Plantae","Tracheophyta","Magnoliopsida","Rosales","Elaeagnaceae","gbif","GBIF:3039269"
"Elatine hexandra",8.53846153846154,6.34908634654605,7,2.15,20,13,"Elatine hexandra","Elatine hexandra","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Elatinaceae","gbif","GBIF:5646074"
"Eleocharis acicularis",10.1214545454545,6.10198846874748,10,2,21.002,11,"Eleocharis acicularis","Eleocharis acicularis","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717570"
"Eleocharis geniculata",88.6935483870968,41.3798818709758,85,38.5,164.875,31,"Eleocharis geniculata","Eleocharis geniculata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2716850"
"Eleocharis multicaulis",31.4285714285714,13.451854182691,30,15,49.25,7,"Eleocharis multicaulis","Eleocharis multicaulis","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717898"
"Eleocharis palustris",48.9164848484848,31.9239641610746,48,9,110,33,"Eleocharis palustris","Eleocharis palustris","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717002"
"Eleocharis quinqueflora",18,10.3279555898864,17.5,5,30,10,"Eleocharis quinqueflora","Eleocharis quinqueflora","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717493"
"Eleocharis rostellata",91.44,NA,91.44,91.44,91.44,1,"Eleocharis rostellata","Eleocharis rostellata","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717550"
"Eleocharis uniglumis",32.75,18.8727463702439,35,6.125,60,10,"Eleocharis uniglumis","Eleocharis uniglumis","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2717910"
"Elodea canadensis",103.125,132.529477853042,48.75,16.6875,282,4,"Elodea canadensis","Elodea canadensis","Plantae",NA,"Magnoliopsida","Alismatales","Hydrocharitaceae","itis","ITIS:38937"
"Elymus athericus",47.3720930232558,37.3841214420125,31,10,120,43,"Elymus athericus","Elymus athericus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:8766300"
"Elymus caninus",79.8684210526316,39.5852954269017,90,30,153,19,"Elymus caninus","Elymus caninus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290319"
"Elymus elymoides",33.6664150943396,13.9844423301725,30,16,65.4999999999999,53,"Elymus elymoides","Elymus elymoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290296"
"Elymus glaucus",36.1697777777778,15.1382282200073,33,23.25,70.3043999999999,27,"Elymus glaucus","Elymus glaucus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290269"
"Elymus repens",67.008690735,33.1343367210014,66.722857145,15,130,92,"Elymus repens","Elymus repens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290299"
"Empetrum nigrum",34.0816393442623,29.6609091330845,30,5,120,61,"Empetrum nigrum","Empetrum nigrum","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:8925249"
"Encelia californica",90,0,90,90,90,2,"Encelia californica","Encelia californica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118771"
"Encelia farinosa",70.72,55.8256715140982,50,31.194,145.47,4,"Encelia farinosa","Encelia farinosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118746"
"Encelia frutescens",80,NA,80,80,80,1,"Encelia frutescens","Encelia frutescens","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118762"
"Encelia virginensis",100,54.7722557505166,100,50,150,6,"Encelia virginensis","Encelia virginensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3118764"
"Endotropis crocea",261.472,158.898325227172,201,152.4,621.512,15,"Endotropis crocea","Endotropis crocea","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rhamnaceae","gbif","GBIF:9242940"
"Ephedra nevadensis",91.44,0,91.44,91.44,91.44,2,"Ephedra nevadensis","Ephedra nevadensis","Plantae","Tracheophyta","Gnetopsida","Ephedrales","Ephedraceae","gbif","GBIF:2653311"
"Ephedra trifurca",320.04,193.973532215094,320.04,189.738,450.342,2,"Ephedra trifurca","Ephedra trifurca","Plantae","Tracheophyta","Gnetopsida","Ephedrales","Ephedraceae","gbif","GBIF:2653248"
"Ephedra viridis",91.44,0,91.44,91.44,91.44,2,"Ephedra viridis","Ephedra viridis","Plantae","Tracheophyta","Gnetopsida","Ephedrales","Ephedraceae","gbif","GBIF:2653272"
"Epilobium alsinifolium",13.1176470588235,8.15385148979592,10,5,30,17,"Epilobium alsinifolium","Epilobium alsinifolium","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189158"
"Epilobium anagallidifolium",6.26190476190476,4.63038618157019,4,2.5,17.5,21,"Epilobium anagallidifolium","Epilobium anagallidifolium","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189068"
"Epilobium brachycarpum",28.6,9.6171143743271,27,16.35,45.2,10,"Epilobium brachycarpum","Epilobium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189073"
"Epilobium ciliatum",81.6666666666667,39.2578205022673,75,30,150,18,"Epilobium ciliatum","Epilobium ciliatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:9188840"
"Epilobium glaberrimum",60.96,0,60.96,60.96,60.96,2,"Epilobium glaberrimum","Epilobium glaberrimum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189150"
"Epilobium hirsutum",136.111111111111,56.5572095202543,150,39.5,217.5,27,"Epilobium hirsutum","Epilobium hirsutum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189172"
"Epilobium hornemannii",5,NA,5,5,5,1,"Epilobium hornemannii","Epilobium hornemannii","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189153"
"Epilobium lanceolatum",45,22.1735578260835,45,20,81,13,"Epilobium lanceolatum","Epilobium lanceolatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:6427899"
"Epilobium montanum",44.5,26.4525394264003,45,7.375,80,20,"Epilobium montanum","Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3664083"
"Epilobium obscurum",60.2941176470588,26.1886538072367,60,24,100,17,"Epilobium obscurum","Epilobium obscurum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189152"
"Epilobium palustre",35.8104166666667,17.9779332078951,38.75,12.875,64.25,24,"Epilobium palustre","Epilobium palustre","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189080"
"Epilobium parviflorum",52.5652173913044,18.9132615497855,52,30,84.5,23,"Epilobium parviflorum","Epilobium parviflorum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189157"
"Epilobium roseum",51.875,23.987844143788,51.25,21.875,86.25,16,"Epilobium roseum","Epilobium roseum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3666800"
"Epilobium tetragonum",55.4807692307692,25.0800641024822,60,25,100,26,"Epilobium tetragonum","Epilobium tetragonum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:7322563"
"Epipactis atrorubens",33.6666666666667,21.2868727712868,30,9.4,73,15,"Epipactis atrorubens","Epipactis atrorubens","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:5318958"
"Epipactis helleborine",28.9476744186047,18.7613540634132,22,10,80,86,"Epipactis helleborine","Epipactis helleborine","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:8998684"
"Epipactis palustris",38.1818181818182,17.4675022932197,37.5,15,60,11,"Epipactis palustris","Epipactis palustris","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:5319226"
"Epipactis phyllanthes",29.6923076923077,22.5668238452277,20,8,65,26,"Epipactis phyllanthes","Epipactis phyllanthes","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:5318980"
"Epipactis purpurata",35.3333333333333,25.9203909435538,25,9.375,69.375,6,"Epipactis purpurata","Epipactis purpurata","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","gbif","GBIF:5318906"
"Equisetum arvense",39.5876842105263,17.9859438062139,38.6,12.775,71.4999999999999,38,"Equisetum arvense","Equisetum arvense","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:7924597"
"Equisetum fluviatile",96.04,43.0415798966534,100,27.5,150,11,"Equisetum fluviatile","Equisetum fluviatile","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687937"
"Equisetum hyemale",46.8484848484849,31.2070917542403,41,13,126,33,"Equisetum hyemale","Equisetum hyemale","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687927"
"Equisetum laevigatum",152.4,NA,152.4,152.4,152.4,1,"Equisetum laevigatum","Equisetum laevigatum","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687949"
"Equisetum palustre",37.5375,19.3868641094943,33.05,10,69.375,16,"Equisetum palustre","Equisetum palustre","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687932"
"Equisetum pratense",39.5833333333333,19.900795628986,41.25,15.625,60,6,"Equisetum pratense","Equisetum pratense","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687942"
"Equisetum sylvaticum",38.5954666666667,28.5552270868392,32.5,10,86.5,15,"Equisetum sylvaticum","Equisetum sylvaticum","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687929"
"Equisetum telmateia",432.777777777778,657.025071397161,180,50,1800,9,"Equisetum telmateia","Equisetum telmateia","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687943"
"Equisetum variegatum",32.5,21.1905276370944,25,10,73.5,14,"Equisetum variegatum","Equisetum variegatum","Plantae","Tracheophyta","Polypodiopsida","Equisetales","Equisetaceae","gbif","GBIF:2687920"
