"Genus","reported_name_fixed","Hemisphere","Ecosystem","Gradient","Position","ShiftR","EleVeloT","LatVeloT","Unit","BaselineT","HFI","PrAb","Sampling","Grain","Signif","Quality","Ntaxa","Start","Area","LifeForm","Reference","Source","n_cl","n_sp","reported_name","scientificName","kingdom.x","phylum.x","class.x","order.x","family.x","db","db_code","START","END","DUR","kingdom.y","phylum.y","class.y","order.y","family.y","ObservationTypeSpecific","DispersalSource","Field","DispersalDistance","Code","DispersalUnit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm","MaxDispersalDistanceKm","AgeAtMaturityDays","YearOfMaturity","DispersalPotentialKmY","DispersalPotentialmY","DispersalDistancem","annual_dispersal_pot","climate_velocity","ShiftKmY","ClimVeloTKmY","AnnualDispPotKmY"
"Buteo","Buteo jamaicensis","North","Terrestrial","Latitudinal","Centroid",1.31,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",268,2284,"Buteo jamaicensis","Buteo jamaicensis","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480542",1975,2004,30,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",200.1409502,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",200.1409502,200.1409502,730,2,100.0704751,100070.4751,200140.9502,100.0704751,1.019699697,1.31,1.019699697,100.0704751
"Plegadis","Plegadis chihi","North","Terrestrial","Latitudinal","Centroid",4.7,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",279,2660,"Plegadis chihi","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:9375033",1975,2004,30,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",789.3352312,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",789.3352312,789.3352312,730,2,394.6676156,394667.6156,789335.2312,394.6676156,1.019699697,4.7,1.019699697,394.6676156
"Haliaeetus","Haliaeetus leucocephalus","North","Terrestrial","Latitudinal","Centroid",1.77,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",290,2671,"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446",1975,2004,30,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",139.0124832,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",139.0124832,139.0124832,1460,4,34.7531208,34753.1208,139012.4832,34.7531208,1.019699697,1.77,1.019699697,34.7531208
"Mergus","Mergus merganser","North","Terrestrial","Latitudinal","Centroid",4.48,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",296,2677,"Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.668806371,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.668806371,0.668806371,730,2,0.3344031855,334.4031855,668.806371,0.3344031855,1.019699697,4.48,1.019699697,0.3344031855
"Sialia","Sialia mexicana","North","Terrestrial","Latitudinal","Centroid",4.82,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",301,3046,"Sialia mexicana","Sialia mexicana","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490936",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Turdidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",6.421985086,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",6.421985086,6.421985086,365,1,6.421985086,6421.985086,6421.985086,6.421985086,1.019699697,4.82,1.019699697,6.421985086
"Bucephala","Bucephala clangula","North","Terrestrial","Latitudinal","Centroid",1.05,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",320,2093,"Bucephala clangula","Bucephala clangula","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498326",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","natal dispersal","Dow and Fredga (1983)","Natal_dispersal_maximum_distance_(km)",6,"MaxDispersalDistance","km","Sutherland (birds)","f","Birds","Max","natal dispersal",6,6,730,2,3,3000,6000,3,1.019699697,1.05,1.019699697,3
"Asio","Asio otus","North","Terrestrial","Latitudinal","Leading edge",14.05,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",321,4889,"Asio otus","Asio otus","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497306",1975,2004,30,"Animalia","Chordata","Aves","Strigiformes","Strigidae","individual movement distance",NA,"Max._Indiv._Dispersal_Distance_(m)",162000,"MaxDispersalDistance","m","Jenkins et al. 2007",NA,"Birds","Max","natal/breeding dispersal",162,162,364.234,1,162,162000,162000,162,1.019699697,14.05,1.019699697,162
"Plegadis","Plegadis chihi","North","Terrestrial","Latitudinal","Centroid",17.81,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",330,2103,"Plegadis chihi","Plegadis chihi","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","gbif","GBIF:9375033",1975,2004,30,"Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",789.3352312,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",789.3352312,789.3352312,730,2,394.6676156,394667.6156,789335.2312,394.6676156,1.019699697,17.81,1.019699697,394.6676156
"Mycteria","Mycteria americana","North","Terrestrial","Latitudinal","Centroid",2.37,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",331,6723,"Mycteria americana","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","gbif","GBIF:2481937",1975,2004,30,"Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",216.3025324,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",216.3025324,216.3025324,1460,4,54.0756331,54075.6331,216302.5324,54.0756331,1.019699697,2.37,1.019699697,54.0756331
"Mycteria","Mycteria americana","North","Terrestrial","Latitudinal","Centroid",0.36,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",333,2349,"Mycteria americana","Mycteria americana","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","gbif","GBIF:2481937",1975,2004,30,"Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",216.3025324,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",216.3025324,216.3025324,1460,4,54.0756331,54075.6331,216302.5324,54.0756331,1.019699697,0.36,1.019699697,54.0756331
"Aythya","Aythya affinis","North","Terrestrial","Latitudinal","Leading edge",0.97,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",361,2013,"Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.697859425,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.697859425,0.697859425,365,1,0.697859425,697.859425,697.859425,0.697859425,1.019699697,0.97,1.019699697,0.697859425
"Haliaeetus","Haliaeetus leucocephalus","North","Terrestrial","Latitudinal","Centroid",27.7,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",365,1814,"Haliaeetus leucocephalus","Haliaeetus leucocephalus","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","gbif","GBIF:2480446",1975,2004,30,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae","arithmetic mean natal dispersal distance","Chu 2021","arimean",139.0124832,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",139.0124832,139.0124832,1460,4,34.7531208,34753.1208,139012.4832,34.7531208,1.019699697,27.7,1.019699697,34.7531208
"Meleagris","Meleagris gallopavo","North","Terrestrial","Latitudinal","Leading edge",23.75,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",378,2759,"Meleagris gallopavo","Meleagris gallopavo","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:9606290",1975,2004,30,"Animalia","Chordata","Aves","Galliformes","Phasianidae","natal dispersal","Eaton (1992)","Natal_dispersal_maximum_distance_(km)",48,"MaxDispersalDistance","km","Sutherland (birds)","f","Birds","Max","natal dispersal",48,48,304,1,48,48000,48000,48,1.019699697,23.75,1.019699697,48
"Meleagris","Meleagris gallopavo","North","Terrestrial","Latitudinal","Centroid",20.35,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",379,2760,"Meleagris gallopavo","Meleagris gallopavo","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:9606290",1975,2004,30,"Animalia","Chordata","Aves","Galliformes","Phasianidae","natal dispersal","Eaton (1992)","Natal_dispersal_maximum_distance_(km)",48,"MaxDispersalDistance","km","Sutherland (birds)","f","Birds","Max","natal dispersal",48,48,304,1,48,48000,48000,48,1.019699697,20.35,1.019699697,48
"Falco","Falco mexicanus","North","Terrestrial","Latitudinal","Centroid",1.03,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",380,2761,"Falco mexicanus","Falco mexicanus","Animalia","Chordata","Aves","Falconiformes","Falconidae","gbif","GBIF:2481000",1975,2004,30,"Animalia","Chordata","Aves","Falconiformes","Falconidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",184.8219336,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",184.8219336,184.8219336,365,1,184.8219336,184821.9336,184821.9336,184.8219336,1.019699697,1.03,1.019699697,184.8219336
"Grus","Grus canadensis","North","Terrestrial","Latitudinal","Centroid",1.11,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",388,1837,"Grus canadensis","Grus canadensis","Animalia","Chordata","Aves","Gruiformes","Gruidae","gbif","GBIF:2474953",1975,2004,30,"Animalia","Chordata","Aves","Gruiformes","Gruidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",33.96326368,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",33.96326368,33.96326368,1095,3,11.3210878933333,11321.0878933333,33963.26368,11.3210878933333,1.019699697,1.11,1.019699697,11.3210878933333
"Lophodytes","Lophodytes cucullatus","North","Terrestrial","Latitudinal","Leading edge",4.15,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",395,7152,"Lophodytes cucullatus","Lophodytes cucullatus","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498408",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","natal dispersal","Dugger et al. (1994)","Natal_dispersal_maximum_distance_(km)",5.6,"MaxDispersalDistance","km","Sutherland (birds)","m/f","Birds","Max","natal dispersal",5.6,5.6,726.936,2,2.8,2800,5600,2.8,1.019699697,4.15,1.019699697,2.8
"Zenaida","Zenaida macroura","North","Terrestrial","Latitudinal","Leading edge",4.7,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",400,1822,"Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347",1975,2004,30,"Animalia","Chordata","Aves","Columbiformes","Columbidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.1826195,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",11.1826195,11.1826195,80,1,11.1826195,11182.6195,11182.6195,11.1826195,1.019699697,4.7,1.019699697,11.1826195
"Zenaida","Zenaida macroura","North","Terrestrial","Latitudinal","Centroid",5.39,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",411,1820,"Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347",1975,2004,30,"Animalia","Chordata","Aves","Columbiformes","Columbidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",11.1826195,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",11.1826195,11.1826195,80,1,11.1826195,11182.6195,11182.6195,11.1826195,1.019699697,5.39,1.019699697,11.1826195
"Branta","Branta canadensis","North","Terrestrial","Latitudinal","Centroid",1.9,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",417,2069,"Branta canadensis","Branta canadensis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:5232437",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",128.7693721,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",128.7693721,128.7693721,730,2,64.38468605,64384.68605,128769.3721,64.38468605,1.019699697,1.9,1.019699697,64.38468605
"Mergus","Mergus merganser","North","Terrestrial","Latitudinal","Centroid",3.03,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",419,7176,"Mergus merganser","Mergus merganser","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:9537647",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.668806371,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.668806371,0.668806371,730,2,0.3344031855,334.4031855,668.806371,0.3344031855,1.019699697,3.03,1.019699697,0.3344031855
"Corvus","Corvus brachyrhynchos","North","Terrestrial","Latitudinal","Centroid",4.28,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",449,2830,"Corvus brachyrhynchos","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482507",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Corvidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",51.76120295,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",51.76120295,51.76120295,730,2,25.880601475,25880.601475,51761.20295,25.880601475,1.019699697,4.28,1.019699697,25.880601475
"Corvus","Corvus brachyrhynchos","North","Terrestrial","Latitudinal","Leading edge",6.9,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",456,2837,"Corvus brachyrhynchos","Corvus brachyrhynchos","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482507",1975,2004,30,"Animalia","Chordata","Aves","Passeriformes","Corvidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",51.76120295,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",51.76120295,51.76120295,730,2,25.880601475,25880.601475,51761.20295,25.880601475,1.019699697,6.9,1.019699697,25.880601475
"Scolopax","Scolopax minor","North","Terrestrial","Latitudinal","Leading edge",3.05,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",462,3937,"Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695",1975,2004,30,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",298.3929179,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",298.3929179,298.3929179,300,1,298.3929179,298392.9179,298392.9179,298.3929179,1.019699697,3.05,1.019699697,298.3929179
"Scolopax","Scolopax minor","North","Terrestrial","Latitudinal","Centroid",1.52,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",465,1874,"Scolopax minor","Scolopax minor","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","gbif","GBIF:2481695",1975,2004,30,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",298.3929179,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",298.3929179,298.3929179,300,1,298.3929179,298392.9179,298392.9179,298.3929179,1.019699697,1.52,1.019699697,298.3929179
"Aythya","Aythya affinis","North","Terrestrial","Latitudinal","Centroid",1.72,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",483,2864,"Aythya affinis","Aythya affinis","Animalia","Chordata","Aves","Anseriformes","Anatidae","gbif","GBIF:2498257",1975,2004,30,"Animalia","Chordata","Aves","Anseriformes","Anatidae","geometric/arithmetic mean natal dispersal distance","Chu 2021","geom/arimean",0.697859425,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",0.697859425,0.697859425,365,1,0.697859425,697.859425,697.859425,0.697859425,1.019699697,1.72,1.019699697,0.697859425
"Pelecanus","Pelecanus erythrorhynchos","North","Terrestrial","Latitudinal","Leading edge",0.02,NA,1.019699697,"km/year",10.95786,0.16097585847532,"ABUND","MULT","COARSE","YES","LOW",254,1975,834.6827987,"endo",10,"A10_P1",487,2868,"Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","gbif","GBIF:5229155",1975,2004,30,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","arithmetic mean natal dispersal distance","Chu 2021","arimean",339.1081459,"MeanDispersalDistance","km","Chu 2021",NA,"Birds","Mean","natal dispersal",339.1081459,339.1081459,1095,3,113.036048633333,113036.048633333,339108.1459,113.036048633333,1.019699697,0.02,1.019699697,113.036048633333
