"reported_name","reported_name_fixed","scientificName","scientificName_checked","kingdom","phylum","class","order","family","db","db_code","ObservationTypeSpecific","Source","Field","DispersalDistance","Code","Unit","Database","Sex","group","type","ObservationTypeGeneral","DispersalDistanceKm"
"Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5386897","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",3.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0034
"Mycelis muralis","Mycelis muralis","Mycelis muralis","Cicerbita muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139040","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.99,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00099
"Mycelis muralis","Mycelis muralis","Mycelis muralis","Cicerbita muralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3139040","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",14.3,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0143
"Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.58,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00058
"Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",5.6,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0056
"Adenostyles leucophylla","Adenostyles leucophylla","Adenostyles leucophylla","Adenostyles leucophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3133716","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",85,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.085
"Carduus nutans","Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.83,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00083
"Carduus nutans","Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",9.6,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0096
"Carduus nutans","Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959","seed dispersal (unknown)","Smith & Kok 1984 in Willson 1993","Maximum of different measures",100,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.1
"Cirsium arvense","Cirsium arvense","Cirsium arvense","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113414","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",2,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.002
"Cirsium arvense","Cirsium arvense","Cirsium arvense","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113414","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",53.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0534
"Cirsium arvense","Cirsium arvense","Cirsium arvense","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3113414","seed dispersal (unknown)","Sheldom & Burrows 1973 in Cain et al. 1998","Maximum with a 16.4 km/h wind",11.4,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0114
"Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","Cirsium spinosissimum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8322056","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",30,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.03
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112801","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",1.8,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0018
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112801","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",31.6,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0316
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112801","seed dispersal (unknown)","Klinkhammer et al. 1988 in Cain et al. 1998","Mean",1,"MeanDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Mean","seed dispersal",0.001
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112801","seed dispersal (unknown)","Klinkhammer et al. 1988 in Cain et al. 1998","Maximum",32,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.032
"Clematis vitalba","Clematis vitalba","Clematis vitalba","Clematis vitalba","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033558","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",10.2,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0102
"Clematis vitalba","Clematis vitalba","Clematis vitalba","Clematis vitalba","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3033558","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",100,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.1
"Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:9188840","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",3.65,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00365
"Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:9188840","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",179,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.179
"Epilobium fleischeri","Epilobium fleischeri","Chamaenerion fleischeri","Chamaenerion fleischeri","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3666407","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",50,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.05
"Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189172","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",4,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.004
"Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3189172","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",136,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.136
"Epilobium montanum","Epilobium montanum","Epilobium montanum","Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3664083","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",1.6,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0016
"Epilobium montanum","Epilobium montanum","Epilobium montanum","Epilobium montanum","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","gbif","GBIF:3664083","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",49.6,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0496
"Erigeron annuus","Erigeron annuus","Erigeron annuus","Erigeron annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117449","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",1.6,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0016
"Erigeron annuus","Erigeron annuus","Erigeron annuus","Erigeron annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3117449","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",35.4,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0354
"Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730127","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",1.1,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0011
"Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Eriophorum angustifolium","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","gbif","GBIF:2730127","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",24.2,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0242
"Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5402943","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",1.6,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0016
"Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Eupatorium cannabinum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5402943","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",23.7,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0237
"Phragmites australis","Phragmites australis","Phragmites australis","Phragmites australis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290149","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",13.9,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0139
"Phragmites australis","Phragmites australis","Phragmites australis","Phragmites australis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5290149","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",1714,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",1.714
"Poa nemoralis","Poa nemoralis","Poa nemoralis","Poa nemoralis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704300","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",50,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.05
"Solidago gigantea","Solidago gigantea","Solidago gigantea","Solidago gigantea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389017","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",4.2,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0042
"Solidago gigantea","Solidago gigantea","Solidago gigantea","Solidago gigantea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5389017","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",136,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.136
"Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.22,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00022
"Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",2.2,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0022
"Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",50,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.05
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",20,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.02
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879","seed dispersal (unknown)","Bakker 1961 in Willson 1993","Maximum",4000,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",4
"Typha angustifolia","Typha angustifolia","Typha angustifolia","Typha angustifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289461","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",11.3,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0113
"Typha angustifolia","Typha angustifolia","Typha angustifolia","Typha angustifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289461","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",2194,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",2.194
"Typha latifolia","Typha latifolia","Typha latifolia","Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289423","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",14.7,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0147
"Typha latifolia","Typha latifolia","Typha latifolia","Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289423","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",3673,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",3.673
"Agrostis rupestris","Agrostis rupestris","Agrostis rupestris","Agrostis rupestris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2706525","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.001
"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818","seed dispersal (unknown)","Jongejans & Telenius 2001","Median with a 5.3 m/s wind",2.29,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00229
"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.31,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00031
"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Angelica sylvestris","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371818","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",1.91,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00191
"Bromus inermis","Bromus inermis","Bromus inermis","Bromus inermis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703670","seed dispersal (unknown)","Hume & Archbold 1986 in Cain et al. 1998","Mean",1.72,"MeanDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Mean","seed dispersal",0.00172
"Bromus inermis","Bromus inermis","Bromus inermis","Bromus inermis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703670","seed dispersal (unknown)","Hume & Archbold 1986 in Cain et al. 1998","Maximum",7,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.007
"Bromus sterilis","Bromus sterilis","Bromus sterilis","Bromus sterilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2703647","seed dispersal (unknown)","Howard et al. 1992 in Bullock & Clarke 2000","Maximum",20,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.02
"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.38,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00038
"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",2.11,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00211
"Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Heracleum sphondylium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:3034830","seed dispersal (unknown)","Jongejans & Telenius 2001","Median with a 4.7 m/s wind",3.12,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00312
"Laserpitium latifolium","Laserpitium latifolium","Laserpitium latifolium","Laserpitium latifolium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:6026401","seed dispersal (unknown)","Jongejans & Telenius 2001","Median with a 4.3 m/s wind",1.9,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.0019
"Oxyria digyna","Oxyria digyna","Oxyria digyna","Oxyria digyna","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2889358","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",1,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.001
"Pastinaca sativa","Pastinaca sativa","Pastinaca sativa","Pastinaca sativa","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:8262702","seed dispersal (unknown)","Jongejans & Telenius 2001","Median with a 4.7 m/s wind",3.05,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00305
"Rumex acetosa","Rumex acetosa","Rumex acetosa","Rumex acetosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888951","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.18,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00018
"Rumex acetosa","Rumex acetosa","Rumex acetosa","Rumex acetosa","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888951","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.99,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.00099
"Rumex scutatus","Rumex scutatus","Rumex scutatus","Rumex scutatus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","gbif","GBIF:2888961","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",12,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.012
"Scabiosa columbaria","Scabiosa columbaria","Scabiosa columbaria","Scabiosa columbaria","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","gbif","GBIF:2888802","seed dispersal (unknown)","Verkaar et al. 1983","Maximum",1.9,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.0019
"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated median",0.1,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",1e-04
"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781","seed dispersal (unknown)","Soons & Ozinga 2005","Calculated 99-percentile",0.5,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",5e-04
"Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Selinum carvifolia","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","gbif","GBIF:5371781","seed dispersal (unknown)","Jongejans & Telenius 2001","Median with a wind of 2.6 m/s",0.79,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.00079
"Trifolium badium","Trifolium badium","Trifolium badium","Trifolium badium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359018","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",10,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.01
"Abies alba","Abies alba","Abies alba","Abies alba","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2685484","seed dispersal (unknown)","Bouget & Davy de Virville 1926 in Müller-Schneider 1983","Maximum",7000,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",7
"Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189870","seed dispersal (unknown)","Braun-Blanquet 1913 in Müller-Schneider 1986","Maximum",5000,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",5
"Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189870","seed dispersal (unknown)","Firbas 1935 in Müller-Schneider 1986","Maximum",500,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.5
"Acer rubrum","Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","seed dispersal (unknown)","Higgins et al. 2003","Calculated median",83,"MedianDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Median","seed dispersal",0.083
"Acer rubrum","Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","seed dispersal (unknown)","Higgins et al. 2003","Calculated 99-percentile",314,"99thPercentileDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.314
"Acer rubrum","Acer rubrum","Acer rubrum","Acer rubrum","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189883","seed dispersal (unknown)","Higgins et al. 2003","Maximum",11371,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",11.371
"Alnus viridis","Alnus viridis","Alnus alnobetula","Alnus alnobetula","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:8956987","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",70,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.07
"Carpinus betulus","Carpinus betulus","Carpinus betulus","Carpinus betulus","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","gbif","GBIF:2875818","seed dispersal (unknown)","Müller-Schneider 1986","Maximum",130,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.13
"Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","gbif","GBIF:3172358","seed dispersal (unknown)","Geiger 1960 in Müller-Schneider 1986","Maximum",725,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.725
"Larix decidua","Larix decidua","Larix decidua","Larix decidua","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2686212","seed dispersal (unknown)","Stöcklin & Bäumler 1996","Maximum",15,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.015
"Picea abies","Picea abies","Picea abies","Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284884","seed dispersal (unknown)","Braun-Blanquet 1913 in Müller-Schneider 1986","Maximum horizontal dispersion",1500,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",1.5
"Picea abies","Picea abies","Picea abies","Picea abies","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:5284884","seed dispersal (unknown)","Braun-Blanquet 1913 in Müller-Schneider 1986","Maximum vertical dispersion",800,"MaxDispersalDistance","m","Vittoz & Engler 2007",NA,"Plants","Max","seed dispersal",0.8
